product_id,activity_product_id,brand_id,brand,name,category,subcategory,price,original_price,discount,stock,activity_stock,sell_num,activity_id,activity_type,catalog_id,sku
p15878317,504138277,31851,,Chloe蔻依仙境花園系列香氛北國雪松女士香水50ml,3037,2352,800,1230,6.5,4,4,32,500022564,23,c85717807,
p15840163,504138278,31851,,Chloe蔻依仙境花園系列濃香氛-煙雨茉莉,3037,2352,719,1105,6.5,4,4,26,500022564,23,,
p15890292,504138279,31851,,Chloe蔻依仙境花園系列煙雨茉莉香氛身體乳300 ML,3028,2269,410,630,6.5,0,0,37,500022564,23,c85732367,
p15883307,504138280,31851,,Chloé蔻依仙境花園系列香氛北國雪松女士香水-150毫升,3037,2352,1469,2260,6.5,6,6,18,500022564,23,c85723766,
p15889832,504138281,31851,,Chloe蔻依仙境花園系列北國雪松香氛身體乳300 ML,3028,2269,410,630,6.5,1,1,36,500022564,23,c85732357,
p15840166,504138282,31851,,Chloe蔻依仙境花園系列濃香氛-大馬士革玫瑰,3037,2352,719,1105,6.5,1,1,35,500022564,23,,
p15889841,504138283,31851,,Chloe蔻依仙境花園系列北國雪松固體香膏3g,3028,2269,312,480,6.5,2,2,18,500022564,23,c85731953,
p16095252,504138284,31851,,Chloe蔻依地中海假日系列香氛-紫色沙礫50ml,3037,3204,719,1105,6.5,2,2,4,500022564,23,c85966621,
p15889830,504138285,31851,,Chloe蔻依仙境花園系列檀木夜旅固體香膏3g,3037,2352,312,480,6.5,0,0,21,500022564,23,c85732356,
p15949082,504138286,31851,,Chloe蔻依地中海假日系列香氛-海風與果,3037,3204,719,1105,6.5,0,0,9,500022564,23,c85794073,
p15949083,504138287,31851,,Chloe蔻依地中海假日系列香氛-夏日陽光,3037,3204,719,1105,6.5,0,0,18,500022564,23,c85793833,
p15882806,504138288,31851,,Chloé蔻依仙境花園系列女士淡香精 50ml,3037,2352,719,1105,6.5,0,0,12,500022564,23,c85723763,
p15889840,504138289,31851,,Chloe蔻依仙境花園系列HOME-LINE-蔻依木蘭詩語香氛身體乳300 ML,3028,2269,410,630,6.5,0,0,12,500022564,23,c85732368,
p15868255,504138290,31851,,CHLOE蔻依仙境花園系列息間芬芳護手霜,3028,2264,231,355,6.5,0,0,48,500022564,23,,
p15890290,504138291,31851,,Chloe蔻依仙境花園系列木蘭詩語香氛沐浴露300 ML,3028,2268,280,430,6.5,0,0,30,500022564,23,c85731949,
p15921818,504138292,10215,,Sisley 希思黎黑玫瑰煥采精華霜套裝50ml+10ml+3ml,3022,1100,1023,1650,6.2,7,7,7,500022564,23,c85766285,
p15738569,504138293,10215,,sisley希思黎花香保濕面膜 60ml,3022,1097,683,1100,6.2,20,20,100+,500022564,23,c85551007,
p15794667,504138294,10215,,sisley 希思黎瞬間保濕去角質面膜 40g,3022,1097,585,980,6.0,8,8,31,500022564,23,c85615158,
p15738614,504138295,10215,,sisley希思黎黑玫瑰珍寵滋養精華油 25ml,3022,1096,1118,1800,6.2,18,18,100+,500022564,23,c85550600,
p15739043,504138296,10215,,sisley希思黎黑玫瑰煥采精華眼霜 14ml,3039,2813,728,1180,6.2,6,6,75,500022564,23,c85550948,
p15796938,504138297,10215,,sisley希思黎日間呵護精華乳 50ml,3022,1091,1950,3180,6.1,4,4,27,500022564,23,c85616968,
p15736398,504138298,10215,,sisley希思黎緊致美頸霜 50ml,3028,2269,845,1380,6.1,6,6,30,500022564,23,c85548676,
p15736788,504138299,10215,,sisley希思黎黑玫瑰煥采緊致面膜 60ml,3022,1097,813,1320,6.2,8,8,57,500022564,23,c85548703,
p15885170,504138300,10215,,Sisley 希思黎抗皺修活禦致眼唇霜套裝(15 ml + 15 ml + 4 ml）,3039,2813,1073,1700,6.3,0,0,42,500022564,23,c85725766,
p15741646,504138301,10215,,sisley希思黎抗皺修活精華水 150ml,3022,1090,845,1380,6.1,6,6,32,500022564,23,c85554451,
p15794488,504138302,10215,,sisley 希思黎致臻夜間金鑽精粹水 140ml,3022,1090,1248,2000,6.2,2,2,23,500022564,23,c85615156,
p15738563,504138303,10215,,sisley希思黎黑玫瑰煥采精華霜 50ml,3022,1096,1008,1650,6.1,0,0,59,500022564,23,c85550548,
p15888391,504138304,10215,,Sisley希思黎煥白密集精華液-20ML,3022,1096,1950,3180,6.1,2,2,5,500022564,23,c85730456,
p15738253,504138305,10215,,sisley希思黎花香潤膚水 250ml,3022,1090,520,850,6.1,19,19,99,500022564,23,c85551094,
p15743297,504138306,10215,,sisley希思黎煥白亮采潔面泡沫 125ml,3022,1088,683,1100,6.2,4,4,27,500022564,23,c85556689,
p15738908,504138307,10215,,sisley希思黎美胸精華乳 50ml,3028,2269,1352,2200,6.1,1,1,2,500022564,23,c85550895,
p15738161,504138308,10215,,sisley希思黎潔面磨砂啫喱 100ml,3022,1088,605,980,6.2,1,1,14,500022564,23,c85550490,
p15743288,504138309,10215,,sisley希思黎煥白亮采隔離防護乳SPF50+PA+++ 40ml,3022,1092,1560,2580,6.0,17,17,100+,500022564,23,c85556681,
p15876793,504138310,10215,,Sisley希思黎抗皺修活臻采眼唇霜15ml,3039,2813,1073,1700,6.3,0,0,23,500022564,23,c85716390,
p15743162,504138311,10215,,sisley希思黎煥白亮采保濕霜 125ml,3022,1093,748,1200,6.2,3,3,15,500022564,23,c85557039,
p15858620,504138312,10215,,sisley希思黎抗皺修活臻顏凝霜50ml,3022,1093,2470,3980,6.2,1,1,13,500022564,23,c85691375,
p15921819,504138313,10215,,Sisley 希思黎抗皺修活防曬乳‌‌50ml,3022,1092,1300,2100,6.2,1,1,1,500022564,23,c85766630,
p15807193,504138314,10215,,sisley 希思黎植物絲柔蜜粉餅2號-自然色 12g,3021,2214,507,820,6.2,1,1,5,500022564,23,c85627672,
p15738554,504138315,10215,,sisley希思黎溫和角質調理霜 50ml,3022,1093,468,780,6.0,1,1,26,500022564,23,c85550469,
p15738420,504138316,10215,,sisley希思黎藏紅花絲絨柔膚霜,3022,1093,1053,1700,6.2,0,0,5,500022564,23,c85550823,
p15743142,504138317,10215,,sisley希思黎纖體乳 200ml,3028,1115,1105,1800,6.1,1,1,2,500022564,23,c85556526,
p15738752,504138318,10215,,sisley希思黎抗皺修活護手精華乳SPF30 75ml,3028,2264,728,1200,6.1,1,1,5,500022564,23,c85551188,
p15741650,504138319,10215,,sisley希思黎抗皺修活膚亮肌精華液 30ml,3022,1096,2470,3980,6.2,1,1,6,500022564,23,c85553927,
p15738165,504138320,10215,,sisley希思黎賦活水潤保濕精華30ml,3022,1096,1300,2100,6.2,1,1,5,500022564,23,c85550495,
p15740226,504138321,10215,,sisley希思黎修活防曬隔離乳SPF30 40ml,3022,1092,845,1350,6.3,1,1,2,500022564,23,,
p15738363,504138322,10215,,sisley希思黎抗皺禦致緊膚精華乳30ml,3022,1096,2470,3980,6.2,1,1,4,500022564,23,c85551224,
p15849364,504138323,10215,,sisley希思黎煥白晶璨夜霜 50ML,3022,1093,1105,1800,6.1,1,1,4,500022564,23,c85678796,
p15738217,504138324,10215,,sisley希思黎保濕眼唇凝露 30ml,3039,2813,683,1100,6.2,1,1,3,500022564,23,c85551053,
p15738222,504138325,10215,,sisley希思黎溫和植物淨顏平衡潔面露 120ml,3022,1088,468,750,6.2,1,1,6,500022564,23,c85551065,
p15738536,504138326,10215,,sisley希思黎植物修護面霜 50ml,3022,1093,923,1500,6.2,1,1,10,500022564,23,c85550454,
p15736389,504138327,10215,,sisley希思黎抗皺禦致淡紋精華乳30ml,3022,1096,2470,3980,6.2,1,1,6,500022564,23,c85549007,
p15921192,504138328,10215,,Sisley希思黎抗皺修活恒美凝時精華,3022,1096,2470,3980,6.2,0,0,4,500022564,23,c85765700,
p15843597,504138329,10215,,sisley希思黎藏紅花絲絨睡眠面膜 60ml,3022,1097,663,1100,6.0,5,5,22,500022564,23,c85670717,
p15948001,504138330,10215,,Sisley希思黎水潤美肌修顏乳-淺膚色 40ml,3021,2219,558,900,6.2,1,1,1,500022564,23,c85792725,
p15736783,504138331,10215,,sisley希思黎百合潔膚乳 250ml,3022,1088,585,950,6.2,4,4,56,500022564,23,c85549027,
p15849360,504138332,10215,,sisley希思黎致臻夜間修護精華露 50ML,3022,1096,3478,5600,6.2,2,2,14,500022564,23,c85679137,
p15910740,504138333,10215,,希思黎水潤美肌修顏乳 #0 亮白色 40ml,3021,2219,553,900,6.1,1,1,11,500022564,23,c85754858,
p15738146,504138334,10215,,sisley希思黎密集修護保濕面膜 60ml,3022,1097,1040,1700,6.1,0,0,15,500022564,23,c85550461,
p15738546,504138335,10215,,sisley希思黎毛孔緊致無瑕精華 30ml,3022,1096,1073,1750,6.1,1,1,4,500022564,23,c85550464,
p15738227,504138336,10215,,sisley希思黎煥白光采面膜 60ml,3022,1097,715,1100,6.5,2,2,14,500022564,23,c85550613,
p15741167,504138337,10215,,sisley希思黎黑玫瑰美容液 200ml,3022,1091,780,1280,6.1,1,1,4,500022564,23,c85554450,
p15871374,504138338,10215,,SISLEY PARIS希思黎植物絲柔蜜粉餅1號-玫瑰粉-12G,3021,2214,507,820,6.2,1,1,6,500022564,23,c85708571,
p15741257,504138339,10215,,sisley希思黎眼唇卸妝凝膠 120ml,3022,2243,455,750,6.1,0,0,3,500022564,23,c85555032,
p15738750,504138340,10215,,sisley希思黎花香面部噴霧 100ml,3022,1090,442,720,6.1,1,1,1,500022564,23,c85551185,
p15737891,504138341,10215,,sisley希思黎緣月濃香水 100ml,3037,2352,1333,2150,6.2,1,1,3,500022564,23,c85550286,
p15743067,504138342,10215,,sisley希思黎伊莎濃香水 100ml,3037,2352,1138,1880,6.1,1,1,5,500022564,23,c85555920,
p15849355,504138343,10215,,sisley希思黎致臻夜間修護精華面霜 50ML,3022,1096,3478,5600,6.2,2,2,8,500022564,23,c85678789,
p15825600,504138344,10215,,sisley希思黎煥白防護氣墊粉底霜 15g,3021,2201,618,980,6.3,0,0,9,500022564,23,,
p15741494,504138345,10215,,sisley希思黎植物淨顏潔膚面膜 60ml,3022,1097,650,1050,6.2,3,3,8,500022564,23,c85554776,
p15885166,504138346,10215,,Sisley 希思黎魅惑水鑽光唇膏# 21 3g,3016,2195,267,430,6.2,0,0,2,500022564,23,c85726125,
p15866471,504138347,10215,,SISLEY希思黎修活防曬乳 SPF30 60ml,3022,1092,1118,1850,6.0,1,1,3,500022564,23,c85702199,
p15876795,504138348,10215,,Sisley希思黎魅惑水鑽光唇膏 11 3g,3016,2195,267,430,6.2,1,1,5,500022564,23,c85716391,
p15738605,504138349,10215,,sisley希思黎清保濕面霜 50ml,3022,1093,897,1480,6.1,0,0,2,500022564,23,c85550593,
p15922113,504138350,10215,,Sisley 希思黎星燦啞光防水眼線筆1號 0.3g,3038,3623,267,430,6.2,1,1,1,500022564,23,c85766631,
p15913046,504138351,10215,,Sisley希思黎全能乳液升級版套裝,3022,1100,1268,2080,6.1,0,0,15,500022564,23,c85756672,
p15738684,504138352,10215,,sisley希思黎緊致修護眼膜 30ml,3039,2329,683,1120,6.1,50,50,100+,500022564,23,c85550666,
p15874160,504138353,10215,,SISLEY PARIS希思黎致臻夜間修護眼部精粹乳15ml,3039,2813,1680,2500,6.7,6,6,25,500022564,23,c85711683,
p15792866,504138354,10215,,sisley希思黎三重精華油卸妝乳膏,3022,2243,570,950,6.0,16,16,45,500022564,23,c85613269,
p15738259,504138355,10215,,sisley希思黎調理護膚水 250ml,3022,1090,520,850,6.1,0,0,2,500022564,23,c85551101,
p15738522,504138356,10215,,sisley希思黎膠原蛋白緊膚晚霜 50ml,3022,1093,1008,1650,6.1,1,1,6,500022564,23,c85550440,
p15878484,504138357,10215,,Sisley希思黎植物持久養肌粉底液00C-30ML,3021,2201,488,800,6.1,0,0,5,500022564,23,c85717987,
p15802069,504138358,10215,,sisley 希思黎舒護潤唇膏 9g,3016,2195,390,630,6.2,3,3,21,500022564,23,c85622313,
p15738621,504138359,10215,,sisley希思黎 植物淨顏平衡精華露 30ml,3022,1096,845,1380,6.1,0,0,2,500022564,23,c85551049,
p15738629,504138360,10215,,sisley希思黎溫和植物淨顏卸妝液 300ml,3022,2243,618,1000,6.2,1,1,6,500022564,23,c85551060,
p15802066,504138361,10215,,sisley 希思黎抗皺修活臻顏面霜 50ml,3022,1093,2470,3980,6.2,1,1,7,500022564,23,c85622310,
p15738524,504138362,10215,,sisley希思黎特潤抗皺修活臻顏霜 50ml,3022,1093,2470,3980,6.2,1,1,9,500022564,23,c85550519,
p15741023,504138363,10215,,sisley希思黎漾澤眼影彩筆,3038,2217,241,350,6.9,0,0,3,500022564,23,,
p15742278,504138364,10215,,sisley希思黎煥白濃縮精華液 20ml,3022,1096,1950,3000,6.5,0,0,4,500022564,23,c85556069,
p15737109,504138365,31886,,CPB肌膚之鑰光凝妝前霜 （長管隔離）37ml,3021,2222,300,500,6.0,27,27,1000+,500022564,23,c85549299,
p15865832,504138366,31886,,CPB肌膚之鑰光潤凝萃氣墊精華水粉底 B00 15G（替換芯）,3021,2201,371,570,6.5,8,8,50,500022564,23,c85701323,
p15737117,504138367,31886,,CPB 肌膚之鑰撫紋抗皺精華眼膜15ml*6,3039,2329,780,1200,6.5,11,11,31,500022564,23,c85549310,
p15743652,504138368,31886,,CPB 肌膚之鑰琉金柔霧唇膏 120 號4g,3016,2195,312,480,6.5,2,2,3,500022564,23,c85556510,
p15742867,504138369,31886,,CPB 肌膚之鑰琉金柔霧唇膏 111號4g,3016,2195,312,480,6.5,0,0,9,500022564,23,c85555705,
p15864422,504138370,31886,,CPB肌膚之鑰耀白煥亮淡斑護理組,3022,1097,1593,2450,6.5,0,0,23,500022564,23,c85700429,
p15820014,504138371,31886,,CPB肌膚之鑰亮采柔膚粉-201-10G,3021,2214,520,800,6.5,0,0,11,500022564,23,c85642083,
p15740928,504138372,31886,,CPB 肌膚之鑰光盈柔霧粉底液I 10,3021,2201,683,1050,6.5,0,0,100+,500022564,23,c85553683,
p15857647,504138373,13105,,FRESH馥蕾詩紅茶凝時煥活眼霜 15ML,3039,2813,416,640,6.5,19,19,75,500022564,23,c85689587,
p15806506,504138374,13105,,fresh  馥蕾詩紅茶凝時煥活面霜 50ml,3022,1093,559,860,6.5,15,15,79,500022564,23,c85627178,
p15805998,504138375,13105,,fresh 馥蕾詩紅茶緊致塑顏面霜 50ml（版）,3022,1093,559,860,6.5,13,13,49,500022564,23,c85626808,
p15821718,504138376,13105,,fresh馥蕾詩紅茶酵母酵萃精華液 250ml,3022,1090,735,1130,6.5,13,13,100+,500022564,23,c85644033,
p15897679,504138377,13105,,fresh馥蕾詩紅茶緊致提拉睡眠面膜-100ML,3022,1097,546,840,6.5,13,13,35,500022564,23,c85741238,
p15849350,504138378,13105,,fresh馥蕾詩紅茶酵母酵萃精華雙支裝,3022,1096,914,1405,6.5,0,0,100+,500022564,23,c85678780,
p15892318,504138379,13105,,FRESH馥蕾詩紅茶緊致潤養日夜面膜套裝（100ml + 100ml）,3022,1097,982,1510,6.5,8,8,30,500022564,23,c85735079,
p15893774,504138380,13105,,Fresh馥蕾詩紅茶凝時煥活精華露50ml,3022,1096,702,1080,6.5,13,13,29,500022564,23,c85736805,
p15781809,504138381,13105,,fresh馥蕾詩古源密集滋養乳霜 100ml,3022,1093,2392,3680,6.5,7,7,60,500022564,23,c85601352,
p15849347,504138382,13105,,fresh馥蕾詩紅茶凝時煥活面霜-100ML,3022,1093,894,1375,6.5,4,4,39,500022564,23,c85679124,
p15872227,504138383,13105,,FRESH馥蕾詩古源傳奇面部精華油-30ML,3022,1096,1398,2150,6.5,5,5,21,500022564,23,c85709524,
p15832834,504138384,13105,,fresh馥蕾詩古源白松露珍萃修護精華 30ml,3022,1096,1937,2980,6.5,6,6,15,500022564,23,c85658883,
p15901536,504138385,13105,,FRESH馥蕾詩古源精華露-150ML,3022,1096,905,1560,5.8,2,2,3,500022564,23,c85745202,
p15788532,504138386,13105,,fresh 馥蕾詩古源密集滋養面霜-100ML,3022,1093,2392,3680,6.5,1,1,26,500022564,23,c85607897,
p15857268,504138387,13105,,FRESH馥蕾詩古源眼霜 15g,3039,2813,865,1330,6.5,2,2,23,500022564,23,c85690085,
p15866973,504138388,13105,,fresh馥蕾詩古源白松露睡眠面膜100ml,3022,1097,2568,3950,6.5,1,1,7,500022564,23,c85703288,
p15919496,504138389,13105,,FRESH馥蕾詩紅茶緊致塑顏禦齡禮盒50ml*2+15ml,3022,1100,1427,2195,6.5,1,1,1,500022564,23,c85763806,
p15870456,504138390,13105,,FRESH馥蕾詩古源密集滋養三部曲,3022,1100,4329,6660,6.5,0,0,7,500022564,23,c85707565,
p15806918,504138391,31883,,CAUDALIE歐緹麗大葡萄籽護唇膏 4.5g,3022,1098,33,55,6.0,153,153,1000+,500022564,23,c85627779,
p15870336,504138392,31883,,CAUDALIE歐緹麗啫喱面霜-60ML,3022,1093,156,260,6.0,29,29,57,500022564,23,c85707238,
p15882667,504138393,31883,,Caudalie歐緹麗葡萄籽保濕修復面膜-75ML,3022,1097,144,240,6.0,40,40,58,500022564,23,c85723372,
p15787534,504138394,31883,,CAUDALIE 歐緹麗葡萄籽輕柔去角質霜 75ml,3022,1088,132,220,6.0,33,33,47,500022564,23,c85606900,
p15787459,504138395,31883,,CAUDALIE 歐緹麗葡萄活性精華爽膚水 100ml,3022,1090,222,370,6.0,0,0,200+,500022564,23,c85606901,
p15869865,504138396,31883,,CAUDALIE歐緹麗深層補水面霜-60ML,3022,1093,156,260,6.0,32,32,92,500022564,23,c85707236,
p15824012,504138397,31883,,CAUDALIE歐緹麗大葡萄籽系列護膚套裝,3022,1098,63,105,6.0,22,22,300+,500022564,23,c85645842,
p15936345,504138398,31883,,Caudalie歐緹麗細緻平衡美膚淡斑液-15ML,3022,1091,72,120,6.0,17,17,38,500022564,23,c85781134,
p15870338,504138399,31883,,CAUDALIE歐緹麗葡萄籽雪芭保濕面霜-60ML,3022,1093,156,260,6.0,22,22,63,500022564,23,c85707241,
p15883154,504138400,31883,,Caudalie歐緹麗尊貴璀璨時光修護眼霜15ML,3039,2813,324,540,6.0,22,22,34,500022564,23,c85723552,
p15936511,504138401,31883,,Caudalie歐緹麗細緻平衡保濕啞光乳液-60ML,3022,1091,156,260,6.0,20,20,21,500022564,23,c85781139,
p15823783,504138402,31883,,CAUDALIE 歐緹麗大葡萄籽護手霜 75ml（隨機發貨）,3028,2264,66,110,6.0,10,10,100+,500022564,23,c85646167,
p15914180,504138403,31883,,Caudalie歐緹麗葡萄活性保濕噴霧 75ml,3022,1090,42,70,6.0,0,0,100+,500022564,23,c85757446,
p15869867,504138404,31883,,CAUDALIE歐緹麗白藜蘆醇提升緊致絲漾乳液-40ML,3022,1091,270,450,6.0,17,17,1,500022564,23,c85707242,
p15887954,504138405,31883,,Caudalie 歐緹麗臻美亮白淡斑煥膚晚霜-50ML,3022,1093,240,400,6.0,0,0,27,500022564,23,c85730461,
p15884801,504138406,31883,,Caudalie歐緹麗白藜蘆醇提拉緊塑眼霜-15ML,3039,2813,258,430,6.0,3,3,43,500022564,23,c85726217,
p15858583,504138407,31883,,Caudalie歐緹麗臻美亮白淡斑精華液 30ML,3022,1096,312,520,6.0,0,0,94,500022564,23,c85691311,
p15883149,504138408,31883,,Caudalie歐緹麗葡萄籽修復身體乳霜-250ML,3028,2269,150,250,6.0,13,13,11,500022564,23,c85723547,
p15894357,504138409,31883,,Caudalie歐緹麗葡萄籽深層清潔去角質霜-75mL,3022,1088,135,225,6.0,13,13,23,500022564,23,c85736934,
p15820016,504138410,31883,,CAUDALIE 歐緹麗天然祛味止汗棒 50g,3028,1115,90,150,6.0,0,0,57,500022564,23,c85641789,
p15787538,504138411,31883,,CAUDALIE 歐緹麗潔顏摩絲 50ml,3022,1088,54,90,6.0,4,4,86,500022564,23,c85606904,
p15885261,504138412,31883,,Caudalie歐緹麗尊貴璀璨時光精華-30ML,3022,1096,660,1100,6.0,8,8,27,500022564,23,c85725858,
p15893913,504138413,31883,,Caudalie歐緹麗白藜蘆醇提拉緊塑精華30 mL,3022,1096,336,560,6.0,0,0,100+,500022564,23,c85737240,
p15883153,504138414,31883,,Caudalie歐緹麗白藜蘆醇提升緊致精華-眼霜2支裝-45ML,3022,1100,519,864,6.0,0,0,39,500022564,23,c85723373,
p15902878,504138415,14005,,Caudalie歐緹麗臻美亮采煥膚調理慕斯-100ML,3022,1093,162,270,6.0,0,0,9,500022564,23,c85747012,
p15883152,504138416,31883,,Caudalie歐緹麗潔顏清濁面膜-75ML,3022,1097,150,250,6.0,3,3,29,500022564,23,c85723551,
p15903380,504138417,31883,,Caudalie歐緹麗VINOPERFECT臻美亮白精華露,3022,1096,138,230,6.0,0,0,30,500022564,23,c85746923,
p15911815,504138418,31883,,Caudalie歐緹麗細緻平衡美膚精華30ml,3022,1096,192,320,6.0,0,0,50,500022564,23,c85755442,
p15830812,504138419,31883,,CAUDALIE歐緹麗葡萄藤極致抗黑眼圈眼霜  15ml,3039,2813,204,340,6.0,0,0,82,500022564,23,c85656127,
p15787533,504138420,31883,,CAUDALIE 歐緹麗柔和保濕潔顏卸妝乳 200ml,3022,2243,114,190,6.0,0,0,200+,500022564,23,c85607401,
p15936362,504138421,31883,,Caudalie歐緹麗白藜蘆醇緊致提升晚霜,3022,1093,294,490,6.0,0,0,18,500022564,23,c85780747,
p15894354,504138422,31883,,Caudalie歐緹麗白藜蘆醇提拉緊塑絲絨面霜-50ML,3022,1093,294,490,6.0,0,0,33,500022564,23,c85737233,
p15936346,504138423,31883,,Caudalie歐緹麗臻美亮白淡斑面霜-50ML,3022,1093,234,390,6.0,0,0,7,500022564,23,c85781135,
p15787452,504138424,31883,,CAUDALIE 歐緹麗卸妝潔膚油 150ml,3022,2243,114,190,6.0,0,0,65,500022564,23,c85606893,
p15882666,504138425,31883,,Caudalie歐緹麗尊貴璀璨時光滋養修護霜-50ML,3022,1093,588,980,6.0,0,0,31,500022564,23,c85723550,
p15787451,504138426,31883,,CAUDALIE 歐緹麗葡萄籽三合一潔膚水 200ml,3022,2243,114,190,6.0,0,0,32,500022564,23,c85606890,
p15787541,504138427,31883,,CAUDALIE 歐緹麗葡萄活性精華爽膚水 30ml,3022,1090,78,130,6.0,0,0,300+,500022564,23,c85606906,
p15943245,504138428,31883,,Caudalie歐緹麗保濕舒緩噴霧 300 mL,3022,1090,108,180,6.0,0,0,86,500022564,23,c85788146,
p15870334,504138429,31883,,CAUDALIE歐緹麗透明質酸精華-30ML,3022,1096,192,320,6.0,0,0,100+,500022564,23,c85706824,
p15893911,504138430,31883,,Caudalie歐緹麗葡萄籽滋潤抗氧身體乳液-400ML,3022,1091,150,250,6.0,0,0,12,500022564,23,c85737238,
p15831875,504138432,31883,,CAUDALIE歐緹麗葡萄精華爽膚水套裝100ML* 2,3022,1096,400,666,6.0,0,0,600+,500022564,23,c85658236,
p15936508,504138433,31883,,Caudalie歐緹麗細緻平衡淨透潔顏啫喱75ML,3022,1088,63,105,6.0,0,0,38,500022564,23,c85781133,
p15787465,504138434,31883,,CAUDALIE 歐緹麗潔顏摩絲 150ml*2,3022,1088,206,342,6.0,0,0,100+,500022564,23,c85607411,
p15787522,504138435,31883,,CAUDALIE 歐緹麗舒緩保濕爽膚水 100ml,3022,1090,59,98,6.0,0,0,100+,500022564,23,c85606889,
p15858208,504138436,31883,,Caudalie歐緹麗白藜蘆醇提升緊致日霜晚霜2支裝,3022,1093,528,880,6.0,0,0,94,500022564,23,c85691306,
p15869866,504138437,31883,,CAUDALIE歐緹麗臻美亮白淡斑精華液-50ML,3022,1096,420,700,6.0,0,0,95,500022564,23,c85707239,
p15903369,504138438,14005,,Caudalie歐緹麗細緻平衡淨透爽膚水-200ML,3022,1090,114,190,6.0,0,0,33,500022564,23,c85746917,
p15936350,504138439,31883,,Caudalie歐緹麗葡萄籽舒緩保濕潔顏啫喱-150ML-）,3022,1088,108,180,6.0,0,0,9,500022564,23,c85780737,
p15902877,504138440,14005,,Caudalie歐緹麗細緻平衡淨透潔顏啫喱-150ML,3022,1088,114,190,6.0,0,0,20,500022564,23,c85746916,
p15787519,504138441,31883,,CAUDALIE 歐緹麗葡萄潔面摩絲 150ml,3022,1088,114,190,6.0,0,0,42,500022564,23,c85607392,
p15787455,504138442,31883,,CAUDALIE 歐緹麗葡萄籽完美更面膜 75ml,3022,1097,144,240,6.0,0,0,44,500022564,23,c85607398,
p15894963,504138443,31883,,Caudalie歐緹麗保濕舒緩噴霧-300mL,3022,1090,102,170,6.0,0,0,200+,500022564,23,c85738541,
p15892312,504138444,31883,,Caudalie歐緹麗保濕舒緩噴霧200ML,3022,1090,84,140,6.0,0,0,99,500022564,23,c85735076,
p15787454,504138445,31883,,CAUDALIE 歐緹麗葡萄籽抗痘控油保濕霜 40ml,3022,1093,156,260,6.0,0,0,39,500022564,23,c85606896,
p15894355,504138446,31883,,Caudalie歐緹麗葡萄籽抗氧身體防曬噴霧-SPF50-150ML,3022,1092,186,310,6.0,0,0,7,500022564,23,c85737234,
p15884800,504138447,31883,,Caudalie歐緹麗白藜蘆醇提拉緊塑晚霜-50ML,3022,1093,294,490,6.0,0,0,24,500022564,23,c85726216,
p15787532,504138448,31883,,CAUDALIE 歐緹麗柔潤保濕爽膚水 200ml,3022,1090,114,190,6.0,0,0,100+,500022564,23,c85606899,
p15735719,504138449,14060,,IPSA茵芙莎化妝棉120片,3013,1141,33,55,6.0,508,508,4000+,500022564,23,c85547648,
p15883657,504138450,14060,,IPSA茵芙莎-生肌補濕精華棒9.2g,3022,1096,162,270,6.0,42,42,100+,500022564,23,c85724734,
p15884171,504138451,14060,,IPSA茵芙莎柔潤潔面泡沫（幹性肌）125ml,3022,1088,144,240,6.0,59,59,200+,500022564,23,c85724732,
p15893881,504138452,14060,,IPSA 茵芙莎流金歲月凝潤美膚水300ml,3022,1090,270,450,6.0,0,0,100+,500022564,23,c85736908,
p15735742,504138453,14060,,IPSA茵芙莎水潤清潔面泡沫/洗面奶 125ML,3022,1088,144,240,6.0,18,18,92,500022564,23,c85547671,
p15884162,504138454,14060,,IPSA茵芙莎-水亮淨肌海泥磨砂面膜-雙盒裝（100g +100g）,3022,1097,387,645,6.0,14,14,100+,500022564,23,c85724723,
p15883650,504138455,14060,,IPSA茵芙莎-水亮淨肌海泥磨砂面膜100g,3022,1097,216,360,6.0,14,14,89,500022564,23,c85724722,
p15737336,504138456,14060,,IPSA茵芙莎 清潤卸妝油EX 196ml,3022,2243,174,290,6.0,9,9,100+,500022564,23,c85550082,
p15828355,504138457,14060,,IPSA茵芙莎光透無瑕修飾遮瑕膏4.5g,3021,2220,180,300,6.0,0,0,100+,500022564,23,c85652628,
p15739066,504138458,14060,,IPSA茵芙莎舒緩淨潤潔面乳/洗面奶125g,3022,1088,144,240,6.0,20,20,200+,500022564,23,c85551440,
p15828364,504138459,14060,,IPSA茵芙莎自律舒緩美肌液3（175ml）,3022,1091,282,470,6.0,27,27,81,500022564,23,c85653041,
p15835899,504138460,14060,,IPSA茵芙莎自律角質清理液2 E 150ml,3022,1090,180,300,6.0,3,3,35,500022564,23,c85662651,
p15876844,504138462,14060,,IPSA茵芙莎清盈倍護防曬乳30ml,3022,1092,198,330,6.0,8,8,100+,500022564,23,c85716600,
p15735409,504138463,14060,,IPSA茵芙莎凝水保濕菁華露50g,3022,1093,228,380,6.0,9,9,25,500022564,23,c85547682,
p15917623,504138464,14060,,IPSA茵芙莎緊致活力精華液50ml,3022,1096,420,700,6.0,3,3,8,500022564,23,c85761791,
p15825755,504138465,14060,,IPSA茵芙莎自律舒緩美肌液4（175ml）,3022,1090,282,470,6.0,4,4,17,500022564,23,c85647972,
p15797230,504138466,14060,,IPSA茵芙莎清顏肌菁華液E-50ML,3022,1096,420,700,6.0,2,2,17,500022564,23,c85617387,
