goodsID,goodsCode,leFoxID,chineseBrandName,englishBrandName,goodsName,goodsSubName,backstageCategory,price,originalPrice,costPrice,buyPrice,lowestPrice,lowestPriceText,stock,onSale,purchaseTypeId,purchaseModeType,timestamp,source,actualPrice,msrp
694cc22656e4f1000101a22b,20109123,4870339,资生堂,SHISEIDO,盼丽风姿智感抚痕乳霜,50ml,美妆护肤-面部护肤-乳液面霜,337,554.0,554.0,303,,,9999,True,0,,,pvg,303.0,554.0
694cc3c95b103b0001df366e,20117713,4878542,芭比波朗,BOBBI BROWN,【五花肉粉饼】羽柔轻透蜜粉饼,PEARL PINK/10g,美妆护肤-面部彩妆-粉饼,304,357.0,357.0,304,,,9999,True,0,,,pvg,304.0,357.0
694cc3569cc20b00019c0094,20115294,4876333,雅诗兰黛,ESTÉE LAUDER,鲜活亮采红石榴二合一洁面乳 双支装,,美妆护肤-面部护肤-洁面,304,536.0,536.0,304,,,9999,True,0,,,pvg,304.0,536.0
694cc32456e4f1000101ca90,20114578,4875343,黛珂,DECORTÉ,AQ舒活凝光化妆水（滋润型）,200ml,美妆护肤-面部护肤-爽肤水/化妆水,309,537.0,537.0,309,,,9999,True,0,,,pvg,309.0,537.0
694cc2075b103b0001abd025,20108581,4869713,祖·玛珑,JO MALONE LONDON,英国梨与小苍兰沐浴露,250ml,个护家清-身体护理-沐浴露,310,364.0,364.0,310,,,9999,True,0,,,pvg,310.0,364.0
698b3a01b25b840001279f64,20163902,5161447,欧舒丹,L'OCCITANE,草本香菁纯平衡洗发套装,,个护家清-美发护发-洗发,310,470.0,470.0,310,,,9999,True,0,,,shampoo,310.0,470.0
694cc2b65b103b0001aea48e,20112241,4873221,纪梵希,GIVENCHY,光彩水漾丰润面霜,50ml,美妆护肤-面部护肤-乳液面霜,310,480.0,480.0,310,,,9999,True,0,,,cream,310.0,480.0
694cc20a9cc20b00019bc726,20108589,4869783,祖·玛珑,JO MALONE LONDON,鼠尾草与海盐沐浴露,250ml,个护家清-身体护理-沐浴露,310,364.0,364.0,310,,,9999,True,0,,,bodywash,310.0,364.0
694cc209f52aff0001122749,20108580,4869762,祖·玛珑,JO MALONE LONDON,黑莓与月桂叶沐浴露,250ml,个护家清-身体护理-沐浴露,310,364.0,364.0,310,,,9999,True,0,,,bodywash,310.0,364.0
694cc41956e4f1000101f7c4,20119399,4880174,香缇卡,Chantecaille,自然肌肤隔离霜,蛋白色/35g,美妆护肤-面部彩妆-妆前乳/隔离,366,560.0,560.0,312,,,9999,True,0,,,pvg,312.0,560.0
69dda8cc95777300010b0991,20202300,5339691,海蓝之谜,LA MER,平衡修护精萃乳,125ml,美妆护肤-面部护肤-乳液面霜,1692,312.5,312.5,1692,1523.0,买4件 低至￥1523/件,9999,True,0,,,cream,312.5,1692.0
694cc34f56e4f1000101d381,20115225,4876179,娇韵诗,CLARINS,沁润奇肌保湿舒缓精华,30ml,美妆护肤-面部护肤-精华,314,500.0,500.0,314,,,9999,True,0,,,serum,314.0,500.0
694cc2279cc20b00019bcb10,20109190,4870344,海蓝之谜,LA MER,润唇霜,9g,美妆护肤-面部护肤-润唇膏,399,585.0,585.0,319,,,9999,True,0,,,pvg,319.0,585.0
