productId,sku,brandName,brandEnName,productName,price,originalPrice,discount,reducePrice,futurePrice,activityStock,stock,sellNum,limitNum,validStart,exchangePrice,hiddenPrice,specialSale,vipPrice,priceType
p15876075,IN100271,薇诺娜,薇诺娜,薇諾娜 120ml清透水感防曬噴霧SPF30PA+++,95,182.0,5.2,87.0,,3,3,19,0,2026-07-31 00:00:00,88.53,,False,0.0,3
p15825384,C107069,伊麗莎白·雅頓,ELIZABETH ARDEN,Elizabeth伊麗莎白雅頓白茶淡香水 EDT,183,354.0,5.2,171.0,,2,2,3,0,2026-07-31 00:00:00,170.54,,False,0.0,3
p15875667,IN100247,薇诺娜,薇诺娜,薇諾娜 50g清透防曬霜SPF50+PA+++,124,237.0,5.2,113.0,,2,2,7,0,2026-07-31 00:00:00,115.56,,False,0.0,3
p15737546,C100025,伊麗莎白·雅頓,ELIZABETH ARDEN,Elizabeth Arden伊麗莎白雅頓時空煥活塑顏緊致晚霜 50ml,354,678.0,5.2,324.0,,2,2,1,5,2026-07-31 00:00:00,329.9,,False,0.0,3
p15876081,IN100502,自然堂,CHANDO,CHANDO自然堂金鑽淨采煥活鎏金潔顏蜜 200ml,179,346.0,5.2,167.0,,2,2,3,0,2026-07-31 00:00:00,166.81,,False,0.0,3
p15875682,IN100330,自然堂,CHANDO,CHANDO自然堂雪肌追光煥白緊致面霜55g,204,390.0,5.2,186.0,,1,1,1,0,2026-07-31 00:00:00,190.11,,False,0.0,3
p15866247,C111836,資生堂,SHISEIDO,SHISEIDO資生堂安熱沙金燦倍護防曬乳 90ML,149,280.0,5.3,131.0,,101,101,1000+,0,2026-07-31 00:00:00,138.86,,False,0.0,3
p15743597,F013721,家得路,CATALO,CATALO天然洋蔥綠茶精華60粒-舒緩過敏/強健體質(有效期至：2028/2/1),230,438.0,5.3,208.0,,10,10,12,0,2026-07-31 00:00:00,214.34,,False,0.0,3
p15915196,F119381,蛇仔標,蛇仔標,蛇仔標正黑鬼油 50ml,32,60.0,5.3,28.0,,6,6,21,0,2026-07-31 00:00:00,29.82,,False,0.0,3
p15941384,F119378,蛇仔標,蛇仔標,蛇仔標-活絡油 50ml,32,60.0,5.3,28.0,,8,8,23,0,2026-07-31 00:00:00,29.82,,False,0.0,3
p15941383,F119387,蛇仔標,蛇仔標,蛇仔標-刺骨靈油 50ml,32,60.0,5.3,28.0,,11,11,23,0,2026-07-31 00:00:00,29.82,,False,0.0,3
p15914827,F119384,蛇仔標,蛇仔標,蛇仔標正紅花油 50ml,32,60.0,5.3,28.0,,11,11,28,0,2026-07-31 00:00:00,29.82,,False,0.0,3
p15899062,F119380,蛇仔標,蛇仔標,蛇仔標腰頸椎脊骨靈油 50ml,32,60.0,5.3,28.0,,22,22,68,0,2026-07-31 00:00:00,29.82,,False,0.0,3
p15741830,C045385,庭潤,THANN,THANN庭潤伊甸園微風系列散香器150ml,238,450.0,5.3,212.0,,4,4,31,0,2026-07-31 00:00:00,221.8,,False,0.0,3
p15899061,F119379,蛇仔標,蛇仔標,蛇仔標千裏追風油 50ml,32,60.0,5.3,28.0,,9,9,60,0,2026-07-31 00:00:00,29.82,,False,0.0,3
p15941553,F119389,名古屋,名古屋,名古屋-牛皮之癬 25g,35,66.0,5.3,31.0,,7,7,6,0,2026-07-31 00:00:00,32.62,,False,0.0,3
p15875683,IN100380,自然堂,CHANDO,CHANDO自然堂金鑽微雕抗皺緊致悅享三件套(水乳精),844,1581.0,5.3,737.0,,1,1,2,0,2026-07-31 00:00:00,786.55,,False,0.0,3
p15831474,C107101,伊芙蘭,EVE LOM,EVE LOM伊芙蘭亮采修護視黃醇精華液 30ml,1007,1870.0,5.4,863.0,,1,1,8,0,2026-07-31 00:00:00,938.45,,False,0.0,3
p15899060,F119375,BWB,BWB,BWB視目之敏15ml,35,65.0,5.4,30.0,,23,23,63,0,2026-07-31 00:00:00,32.62,,False,0.0,3
p15738311,C043947,赫蓮娜,HELENA RUBINSTEIN,HR赫蓮娜至美琉光恒采精華乳 100ML【有效期至：2027年4月】,2420,4490.0,5.4,2070.0,,6,6,10,0,2026-07-31 00:00:00,2255.26,,False,0.0,3
p15833665,F113952,家得路,CATALO,Catalo家得路特強活視葉黃素配方60粒(保質期至：2029.3.1),209,388.0,5.4,179.0,,33,33,9,0,2026-07-31 00:00:00,194.77,,False,0.0,3
p15899063,F119390,月兔牌,月兔牌,月兔牌皮膚濕疹膏(小童) 50ml,43,78.0,5.5,35.0,,7,7,13,0,2026-07-31 00:00:00,40.07,,False,0.0,3
p15899057,F119371,阪神製,阪神製,阪神制濕疹清A+軟膏 25g,60,110.0,5.5,50.0,,4,4,31,0,2026-07-31 00:00:00,55.92,,False,0.0,3
p15807383,C105454,植村秀,SHU UEMURA,shu uemura 植村秀無色限絹感唇釉PEACH MARTINI 5.6g【有效期至：2027年3月】,170,310.0,5.5,140.0,,3,3,4,0,2026-07-31 00:00:00,158.43,,False,0.0,3
p15826124,C107286,科顏氏,KIEHL'S,Kiehl's科顏氏柔潤防曬隔離乳-60ML-SPF50【有效期至：2027年4月】,320,575.0,5.6,255.0,,13,13,50,0,2026-07-31 00:00:00,298.22,,False,0.0,3
p15869475,C115147,赫蓮娜,HELENA RUBINSTEIN,HR/ 赫蓮娜至美琉光恒采密集煥顏精華液【有效期至：2027年3月】,2748,4950.0,5.6,2202.0,,3,3,4,0,2026-07-31 00:00:00,2560.93,,False,0.0,3
p15742143,C053783,植村秀,SHU UEMURA,shu uemura植村秀如膠似漆眼線筆 墨黑0.08g【有效期至：2027年5月】,145,260.0,5.6,115.0,,14,14,64,0,2026-07-31 00:00:00,135.13,,False,0.0,3
p15941379,F119392,義大利威斯汀,義大利威斯汀,義大利威斯汀-灰甲易軟膏 25g,44,78.0,5.6,34.0,,12,12,19,0,2026-07-31 00:00:00,41.0,,False,0.0,3
p15736751,C047074,赫蓮娜,HELENA RUBINSTEIN,HR赫蓮娜鐳射亮度瓷白精華液 30ML【有效期至：2027年3月】,1683,3030.0,5.6,1347.0,,2,2,13,0,2026-07-31 00:00:00,1568.43,,False,0.0,3
p15884184,C111065,巴黎歐萊雅,L'OREAL PARIS,L'oreal歐萊雅複顏滋潤保濕護膚套裝【有效期至：2027年5月】,472,845.0,5.6,373.0,,30,30,80,0,2026-07-31 00:00:00,439.87,,False,0.0,3
p15849736,C111450,巴黎歐萊雅,L'OREAL PARIS,L'OREAL歐萊雅金致臻顏花蜜奢養化妝水-130ML【有效期至：2027年5月】,154,275.0,5.6,121.0,,5,5,22,0,2026-07-31 00:00:00,143.52,,False,0.0,3
p15740116,C047317,茵芙莎,IPSA,IPSA茵芙莎雙色空氣粉餅盒（僅粉餅盒）,39,70.0,5.6,31.0,,2,2,,0,2026-07-31 00:00:00,36.35,,False,0.0,3
p15825221,C107407,巴黎歐萊雅,L'OREAL PARIS,L'OREAL 歐萊雅金致臻顏修護霜兩支裝--抗皺緊致【有效期至：2027年5月】,285,505.0,5.6,220.0,,8,8,100+,5,2026-07-31 00:00:00,265.6,,False,0.0,3
p15742045,C052844,黛珂,DECORTE,COSME DECORTE黛珂AQ珍萃精顏臻悅粉盒1pcs,124,220.0,5.6,96.0,,5,5,3,0,2026-07-31 00:00:00,115.56,,False,0.0,3
p15794720,C103298,巴黎歐萊雅,L'OREAL PARIS,L'OREAL Paris歐萊雅多重防護隔離露 65ml【有效期至：2027年3月】,193,345.0,5.6,152.0,,8,8,17,0,2026-07-31 00:00:00,179.86,,False,0.0,3
p15739607,C057260,喬治阿瑪尼,GIORGIO ARMANI,GIORGIO ARMANI 阿瑪尼臻致絲絨啞光唇釉 214 6.5ml【有效期至：2027年4月】,212,380.0,5.6,168.0,,13,13,18,0,2026-07-31 00:00:00,197.57,,False,0.0,3
p15880349,C042340,碧歐泉,BIOTHERM,BIOTHERM 碧歐泉護膚精華面膜 6片【有效期至：2027年4月】,327,580.0,5.6,253.0,,6,6,7,0,2026-07-31 00:00:00,304.74,,False,0.0,3
p15782328,C056033,紀梵希,Givenchy,GIVENCHY紀梵希紳士濃香水 60ml,400,696.0,5.7,296.0,,1,1,3,0,2026-07-31 00:00:00,372.77,,False,0.0,3
p15869030,C114724,伊麗莎白·雅頓,ELIZABETH ARDEN,Elizabeth Arden伊麗莎白雅頓晶璨皙顏多效夜間膠囊精華液,651,1145.0,5.7,494.0,,4,4,15,0,2026-07-31 00:00:00,606.68,,False,0.0,3
p15739457,F013848,余仁生,Eu Yan Sang,余仁生特靈芝「破壁」孢子專方(保質期至：2028.5.1),250,438.0,5.7,188.0,,258,258,400+,4,2026-07-31 00:00:00,232.98,,False,0.0,3
p15943009,C122167,儀式,RITUALS,RITUALS櫻花儀式中號禮盒,233,410.0,5.7,177.0,,13,13,51,0,2026-07-31 00:00:00,217.14,,False,0.0,3
p15828347,C105800,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛絕色由我緞光唇膏3.5g,205,360.0,5.7,155.0,,5,5,14,0,2026-07-31 00:00:00,191.04,,False,0.0,3
p15942495,C122160,儀式,RITUALS,RITUALS阿姆斯特丹系列甄選禮盒,356,625.0,5.7,269.0,,10,10,42,0,2026-07-31 00:00:00,331.77,,False,0.0,3
p15860874,F107894,余仁生,Eu Yan Sang,余仁生桑黃健肝專方 (60粒/盒)(有效期至2027.10.15),228,399.0,5.7,171.0,,30,30,85,0,2026-07-31 00:00:00,212.48,,False,0.0,3
p15782328,C056033,紀梵希,Givenchy,GIVENCHY紀梵希紳士濃香水 60ml,400,696.0,5.7,296.0,,1,1,3,0,2026-07-31 00:00:00,372.77,,False,0.0,3
p15942689,C122158,儀式,RITUALS,RITUALS靜儀式小號禮盒,168,295.0,5.7,127.0,,17,17,45,0,2026-07-31 00:00:00,156.56,,False,0.0,3
p15871378,C111270,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗密集奢采精華粉霜N-012號-30ML,441,770.0,5.7,329.0,,1,1,4,0,2026-07-31 00:00:00,410.98,,False,0.0,3
p15828392,C107579,庭潤,THANN,THANN庭潤繽紛果園精油50ml,287,505.0,5.7,218.0,,8,8,10,0,2026-07-31 00:00:00,267.46,,False,0.0,3
p15860469,F107909,余仁生,Eu Yan Sang,余仁生野生雲芝精華-增強自護力 (保健食品)(保質期至2028.6.15),283,499.0,5.7,216.0,,11,11,74,0,2026-07-31 00:00:00,263.74,,False,0.0,3
p15830822,C105751,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛絕色由我緞光唇膏3.5g,205,360.0,5.7,155.0,,2,2,11,0,2026-07-31 00:00:00,191.04,,False,0.0,3
p15845714,C108891,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗密集奢采精華粉底霜 30ml,439,770.0,5.7,331.0,,6,6,29,0,2026-07-31 00:00:00,409.12,,False,0.0,3
p15738096,C044252,資生堂,SHISEIDO,SHISEIDO資生堂盼麗風姿智感撫痕日乳SPF30PA+++75ml,322,560.0,5.8,238.0,,4,4,100+,0,2026-07-31 00:00:00,300.08,,False,0.0,3
p15829477,C052842,黛珂,DECORTE,COSME DECORTE黛珂AQ珍萃精顏臻悅粉餅401 11g,656,1140.0,5.8,484.0,,2,2,,0,2026-07-31 00:00:00,611.34,,False,0.0,3
p15884410,C117487,紀梵希,Givenchy,GIVENCHY紀梵希明星流光菁潤粉底液-1-5W 30ML,337,580.0,5.8,243.0,,1,1,2,0,2026-07-31 00:00:00,314.06,,False,0.0,3
p15889833,C117493,紀梵希,Givenchy,GIVENCHY 紀梵希明星流光菁潤粉底液-3W 30ML,337,580.0,5.8,243.0,,10,10,,0,2026-07-31 00:00:00,314.06,,False,0.0,3
p15825605,C105768,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛絕色由我絨霧唇膏3.5g,207,360.0,5.8,153.0,,9,9,36,0,2026-07-31 00:00:00,192.91,,False,0.0,3
p15941552,F119385,月兔牌,月兔牌,月兔牌-冰感舒緩舒痛膏,52,90.0,5.8,38.0,,8,8,4,0,2026-07-31 00:00:00,48.46,,False,0.0,3
p15914828,F119399,泰國老牌,泰國老牌,泰國老牌強骨力膏貼 10片,38,66.0,5.8,28.0,,2,2,9,0,2026-07-31 00:00:00,35.41,,False,0.0,3
p15884409,C117501,紀梵希,Givenchy,GIVENCHY紀梵希高定甜潤耀彩精萃唇膏304,200,345.0,5.8,145.0,,1,1,18,0,2026-07-31 00:00:00,186.39,,False,0.0,3
p15858206,C111712,蔻依,Chloe,CHLOE蔻依戀旅埃及之夜女士香水,660,1415.0,5.8,755.0,,1,1,7,0,2026-07-31 00:00:00,615.07,,False,0.0,3
p15737019,C039029,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗炙戀唇膏4號,160,270.0,5.9,110.0,,1,1,1,0,2026-07-31 00:00:00,149.11,,False,0.0,3
p15736923,C039024,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗炙戀柔霧唇膏15號 3.4g,160,270.0,5.9,110.0,,2,2,2,0,2026-07-31 00:00:00,149.11,,False,0.0,3
p15738289,C045371,庭潤,THANN,THANN庭潤米萃取護唇膏  10g,92,155.0,5.9,63.0,,10,10,10,0,2026-07-31 00:00:00,85.74,,False,0.0,3
p15846535,F115019,家得路,CATALO,CATALO兒童Omega-3活腦補眼Choline+DHA營養啫喱 27粒 (排裝)(有效期至：2027.7.1),194,328.0,5.9,134.0,,8,8,77,0,2026-07-31 00:00:00,180.79,,False,0.0,3
p15893778,C116490,庭潤,THANN,THANN庭潤東方精華護手霜40G,96,162.0,5.9,66.0,,8,8,7,0,2026-07-31 00:00:00,89.46,,False,0.0,3
p15736991,C101027,庭潤,THANN,THANN庭潤茉莉水潤護手霜 40g,129,217.0,5.9,88.0,,10,10,1,0,2026-07-31 00:00:00,120.22,,False,0.0,3
p15743654,C016887,倩碧,CLINIQUE,CLINIQUE倩碧基礎潤膚組合125ml x 2,279,465.0,6.0,186.0,,18,18,66,0,2026-07-31 00:00:00,260.01,,False,0.0,3
p15742974,C037848,理膚泉,LA ROCHE-POSAY,LA ROCHE POSAY理膚泉B5多效修復霜 100ML,144,240.0,6.0,96.0,,7,7,100+,5,2026-07-31 00:00:00,134.2,,False,0.0,3
p15735743,C040187,理膚泉,LA ROCHE-POSAY,LA ROCHE POSAY理膚泉B5多效修復霜兩只裝 100ml*2,267,445.0,6.0,178.0,,58,58,300+,5,2026-07-31 00:00:00,248.82,,False,0.0,3
p15899056,F119376,名古屋,名古屋,名古屋勞損貼 10片 大,54,90.0,6.0,36.0,,9,9,49,0,2026-07-31 00:00:00,50.32,,False,0.0,3
p15805771,C104280,巴黎歐萊雅,L'OREAL PARIS,L'OREAL 歐萊雅夜間修護精華 30ml,215,360.0,6.0,145.0,,7,7,31,0,2026-07-31 00:00:00,200.36,,False,0.0,3
