productId,brandId,productName,price,originalPrice,priceDiscount,activityDiscount,discount,activityStock,stock,sellNum,timeLabel,activityId,activityProductId,categoryId,thirdCategoryId
p15866139,12290,GIORGIO ARMANI阿瑪尼淡香精75ML,541,780,6.9,6.9,6.9,1,1,6,,500022199,504086139,3037,2351
p15868253,10155,KENZO凱卓純淨之水冰靈男士淡香水限量版【有效期至：2027年1月31日】,200,665,3.0,3.0,3.0,2,2,1,,500022199,504086158,3037,2351
p15867852,10155,KENZO凱卓純淨之水冰靈女士淡香水限量版【有效期至：2027年1月31日】,200,665,3.0,3.0,3.0,2,2,2,,500022199,504086164,3037,2352
p15741583,10134,GUCCI  古馳罪愛女士濃香水,1430,1040,13.8,13.8,13.8,5,5,55,,500022199,504086204,3037,2352
p15737239,14721,JO MALONE祖·瑪瓏滿室幽香香薰（黑石榴香型）165ML【有效期至：2027年3月】,386,770,5.0,5.0,5.0,4,4,19,,500022199,504086210,3037,1525
p15830846,12469,TOM FORD湯姆福特濃香水(啡縈珍瑰香型) 100ml,1196,1835,6.5,6.5,6.5,1,1,2,,500022199,504086235,3037,2352
p15737541,14721,JO MALONE祖·瑪瓏香水（虞美人與大麥香型）100ML,924,1355,6.8,6.8,6.8,1,1,9,,500022199,504086245,3037,3204
p15858618,100013,BOSS博斯無限男士香水,604,630,9.6,9.6,9.6,1,1,5,,500022199,504086270,3037,2351
