product_id,activity_product_id,brand_id,brand,brand_en,name,category,subcategory,price,original_price,discount,stock,activity_stock,sell_num,activity_id,activity_type,catalog_id,sku
p15739538,504207628.0,31887,CLINIQUE,CLINIQUE (Beauty),CLINIQUE倩碧男士卓越潤膚乳潤膚乳100ml,3022,1091,182,335.0,5.4,4,4,10,500022953.0,3,c85551514,C022961
p15741792,504208234.0,31845,聖羅蘭,YSL BEAUTY,YSL聖羅蘭 BLACalvin Klein OPIUM 濃香水 50ML,3037,2352,708,1165.0,6.1,3,3,17,500022953.0,3,c85555107,C028835
p15824023,504207632.0,21523,雪肌精,SEKKISEI,SEKKISEI雪肌精逸透完美套裝200ml+140ml,3022,1100,196,480.0,4.1,3,3,9,500022953.0,3,c85646178,C103133
p15885455,504208219.0,10160,海藍之謎,LA MER,La Mer海藍之謎全新極緻修護晚間精華霜50ML,3022,1096,2921,4635.0,6.3,2,2,46,500022953.0,3,c85726549,C116212
p15741767,504207635.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖·瑪瓏香水（忍冬與印蒿香型）30ML,3037,3204,378,640.0,5.9,4,4,4,500022953.0,3,c85555080,C041908
p15737155,504207665.0,12469,湯姆福特,TOM FORD,TOM FORD湯姆福特幻魅塑型眉筆,3038,2207,306,555.0,5.5,4,4,31,500022953.0,3,c85651036,C040479
p15913734,,31046,艾哈佛,AHAVA,AHAVA礦物保濕護足霜 100ml,3028,2269,172,,,2,0,7,,0,c85757439,C100475
p15870224,,31163,儀式,RITUALS,RITUALS梵心儀式身體乳220ml,3028,2269,225,,,2,0,49,,0,c85707086,C106610
p15874758,504208228.0,10120,伊麗莎白·雅頓,ELIZABETH ARDEN,ELIZABETH ARDEN伊麗莎白·雅頓	時空煥活淡紋緊致面霜 50ml,3022,1093,405,735.0,5.5,4,4,4,500022953.0,3,c85713375,C111719
p15824798,504213033.0,10123,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛沁水養膚粉底液30ml,3021,2201,287,520.0,5.5,22,22,100+,500023044.0,1,c85647233,C102811
p15800845,504207646.0,31887,倩碧,CLINIQUE,CLINIQUE倩碧香氛 50ml,3037,2352,124,270.0,4.6,3,3,9,500022953.0,3,c85621397,C003031
p15736156,,31887,CLINIQUE,CLINIQUE (Beauty),CLINIQUE倩碧修護滋養眼霜15ML,3039,2813,400,,,3,0,9,,0,c85547921,C007992
p15736175,504207640.0,31887,倩碧,CLINIQUE,CLINIQUE倩碧淨顏清爽保濕乳 50ml,3022,2243,157,280.0,5.6,3,3,2,500022953.0,3,c85548275,C009666
p15830815,504207651.0,31845,聖羅蘭,YSL,YSL聖羅蘭瑩亮潤彩唇膏,3016,2195,227,380.0,6.0,3,3,10,500022953.0,3,c85656131,C106054
p15876950,504208229.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'OREAL歐萊雅複顏日霜 50ml,3022,1093,120,200.0,6.0,3,3,19,500022953.0,3,c85716718,C107406
p15736650,504207676.0,10085,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗眼影刷,3012,2278,204,365.0,5.6,2,2,14,500022953.0,3,c85548569,C024086
p15845714,,10085,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗密集奢采精華粉底霜 30ml,3021,2201,770,,,2,0,30,,0,c85673810,C108894
p15739614,504207695.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖·瑪瓏香水(銀樺與薰衣草香型)30ml,3037,2352,378,640.0,5.9,2,2,4,500022953.0,3,c85551595,C056735
p15739177,504208240.0,12469,湯姆福特,TOM FORD,TOM FORD湯姆福特香水（荊刺玫瑰香型） 100ml,3037,2352,2870,4555.0,6.3,2,2,6,500022953.0,3,c85551593,C056795
p15890287,504208241.0,31163,儀式,RITUALS,RITUALS皇家清茶藤條香薰450ml,3037,1525,357,625.0,5.7,1,1,45,500022953.0,3,c85732364,C117858
p15895892,504207641.0,12290,喬治阿瑪尼,GIORGIO ARMANI,Giorgio Armani阿瑪尼紅管唇釉-504 6.5ml,3016,2197,227,380.0,6.0,3,3,3,500022953.0,3,c85739304,C119247
p15873347,504207642.0,12290,喬治阿瑪尼,GIORGIO ARMANI,GIORGIO ARMANI 阿瑪尼紅管緞光唇釉 #14（4ml）,3016,2197,227,380.0,6.0,1,1,19,500022953.0,3,c85710766,C115905
p15894219,504208243.0,10120,伊麗莎白·雅頓,ELIZABETH ARDEN,Elizabeth Arden伊莉莎白雅頓八小時潔面125ml,3022,1088,127,230.0,5.5,2,2,2,500022953.0,3,c85736804,C118141
p15881893,504207647.0,10103,倩碧,CLINIQUE,Clinique倩碧祛紅舒緩潔面霜50ml,3022,1088,328,525.0,6.2,3,3,2,500022953.0,3,c85723092,C116202
p15735335,504207670.0,31887,倩碧,CLINIQUE,CLINIQUE倩碧男士保濕爽膚水200ml,3022,1090,128,230.0,5.6,2,2,18,500022953.0,3,c85547602,C022962
p15741126,504207790.0,31845,聖羅蘭,YSL BEAUTY,YSL聖羅蘭 BLACalvin Klein OPIUM 濃香水 90ML,3037,2352,1010,1655.0,6.1,19,19,15,500022953.0,3,c85553885,C028836
p15894076,504208235.0,31845,聖羅蘭,YSL,YSL聖羅蘭瑩亮純魅唇膏 12 3.2g,3016,2195,227,380.0,6.0,2,2,9,500022953.0,3,c85736647,C112570
p15825390,504207674.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'OREAL歐萊雅複顏水光充盈柔膚水-200ML,3022,1096,69,115.0,6.0,2,2,12,500022953.0,3,c85647971,C107186
p15742124,504207653.0,14599,赫蓮娜,HELENA RUBINSTEIN,HR赫蓮娜悅活蓄能肌水200ml,3022,1090,841,1370.0,6.1,3,3,22,500022953.0,3,c85555436,C028648
p15863600,504207654.0,13558,植村秀,SHU UEMURA,SHU UEMURA植村秀絹感潤護水光唇釉,3016,2197,186,315.0,5.9,4,4,21,500022953.0,3,c85698753,C113078
p15895891,504207655.0,13558,植村秀,SHU UEMURA,shu uemura植村秀大師立體眼影盤-茶棕盤,3038,2217,322,495.0,6.5,3,3,,500022953.0,3,c85739303,C119212
p15824438,504213151.0,10085,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗純色奢金緞光唇膏3.5g,3016,2195,189,360.0,5.3,6,6,24,500023044.0,1,c85647267,C102777
p15851788,504213201.0,14721,祖玛珑,JO MALONE LONDON,JO MALONE祖瑪瓏末藥與冬加豆沐浴露 250ml,3028,2268,277,510.0,5.4,2,2,8,500023044.0,1,c85681454,C111235
p15742726,504208263.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖·瑪瓏杏桃花與蜂蜜香水 30ml  C030076,3037,3204,348,640.0,5.4,1,1,23,500022953.0,3,c85555538,C030076
p15877260,504207696.0,14721,祖瑪瓏,JO MALONE LONDON,Jo Malone祖瑪瓏香水馥鬱系列（無垢木與雪松香型）100ml,3037,3204,956,1675.0,5.7,2,2,2,500022953.0,3,c85716534,C115259
p15820029,504207662.0,10174,魅可,MAC,MAC魅可輕羽纖密睫毛膏BLACK STACK 12ml,3038,2203,157,280.0,5.6,1,1,19,500022953.0,3,c85641800,C106092
p15848007,504207666.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻黑金臻寵潤養眼霜-15ML,3039,2813,1893,3155.0,6.0,2,2,11,500022953.0,3,c85676711,C111457
p15881454,504207714.0,31878,碧歐泉,BIOTHERM,BIOTHERM碧歐泉男士煥活亮膚精華露30ml,3022,1096,478,810.0,5.9,1,1,3,500022953.0,3,c85721804,C116593
p15737546,504208244.0,10120,伊麗莎白·雅頓,ELIZABETH ARDEN,Elizabeth Arden伊麗莎白雅頓時空煥活塑顏緊致晚霜 50ml,3022,1093,312,678.0,4.6,1,1,4,500022953.0,3,c85549408,C100025
p15736643,504208245.0,10120,伊麗莎白·雅頓,ELIZABETH ARDEN,Elizabeth Arden伊麗莎白雅頓時空煥活塑顏緊致面霜 50ml,3022,1093,308,669.0,4.6,1,1,13,500022953.0,3,c85548395,C100188
p15887527,504207685.0,10120,伊麗莎白·雅頓,ELIZABETH ARDEN,Elizabeth Arden伊莉莎白雅頓經典身體潤澤霜-400ML,3028,2269,209,380.0,5.5,2,2,2,500022953.0,3,c85728923,C108599
p15824435,,10123,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛櫻花版微精華露200ml,3022,1096,965,,,3,0,41,,0,c85647246,C101252
p15825605,504207669.0,10123,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛絕色由我絨霧唇膏3.5g,3016,2195,182,360.0,5.1,8,8,39,500022953.0,3,c85647757,C105768
p15845680,,10123,雅詩蘭黛,ESTEE LAUDER,Estee Lauder極緻鑽亮修護粉底霜30ml,3021,2201,1125,,,1,0,32,,0,c85673447,C105057
p15794713,504207671.0,31887,倩碧,CLINIQUE,CLINIQUE倩碧炫目眼線筆101號 1.2g,3038,2203,112,185.0,6.1,2,2,1,500022953.0,3,c85615208,C026571
p15886985,504207672.0,31887,倩碧,CLINIQUE,Clinique倩碧祛紅舒緩潔面乳150ml,3022,1088,128,235.0,5.4,2,2,1,500022953.0,3,c85728928,C116204
p15895898,504207673.0,31845,聖羅蘭,YSL,YSL聖羅蘭黑管啞光唇釉-202  5.5ML,3016,2197,234,390.0,6.0,2,2,1,500022953.0,3,c85739309,C117176
p15831784,504207677.0,10085,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗持久滋潤細金管唇膏,3016,2195,192,350.0,5.5,2,2,48,500022953.0,3,c85657533,C046656
p15846924,504207693.0,31003,卡詩,KERASTASE,KERASTASE卡詩賦源芯絲奢護精華霜-200ML,3022,1096,225,350.0,6.4,8,8,87,500022953.0,3,c85676704,C108608
p15881896,504207681.0,10174,魅可,MAC,MAC魅可新經典緞光唇膏837-PEACHSTOCK 3.5g,3016,2195,104,190.0,5.5,2,2,1,500022953.0,3,c85722730,C116146
p15858580,504207683.0,12290,喬治阿瑪尼,GIORGIO ARMANI,GIORGIO ARMANI阿瑪尼「大師」鎖光粉底液 幹皮保濕細膩服帖30ml,3021,2201,385,655.0,5.9,11,11,96,500022953.0,3,c85691298,C112100
p15743177,,31887,倩碧,CLINIQUE,CLINIQUE倩碧100 小時自我修護水嫩補濕啫喱 大容量 雙支裝2 x 200ml,3022,1100,1705,,,5,0,28,,0,c85557050,C053175
p15737432,,31887,CLINIQUE,CLINIQUE (Beauty),CLINIQUE倩碧男士控油保濕潤膚霜 100ml,3022,1093,320,,,1,0,19,,0,c85550213,C055311
p15737814,504207795.0,31862,莫傑,MARC JACOBS,MARC JACOBS莫傑雛菊摯愛蜜語女士淡香氛EDT 50mL,3037,2352,318,775.0,4.1,1,1,4,500022953.0,3,c85549814,C043469
p15809685,504213066.0,21523,雪肌精,SEKKISEI,SEKKISEI  雪肌精逸透純淨安潤化妝水 200ml,3022,1090,137,248.0,5.5,6,6,10,500023044.0,1,c85631199,C106015
p15809676,504207690.0,21523,雪肌精,SEKKISEI,SEKKISEI  雪肌精逸透柔潤勻亮凝霜盒,3022,1093,30,71.0,4.2,2,2,6,500022953.0,3,c85630982,C106013
p15739483,504208248.0,13558,植村秀,SHU UEMURA,shu uemura植村秀植萃舒緩潔顏油 150ml,3022,2243,251,420.0,6.0,1,1,20,500022953.0,3,c85552403,C057133
p15830838,,10085,芭比波朗,BOBBI BROWN,BOBBI BROWN芭比波朗羽柔定妝蜜粉餅,3021,2214,395,,,8,0,70,,0,c85655658,C107815
p15741818,504207740.0,10085,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗炙戀精油唇蜜#4裸色粉紅6 ml,3016,2197,134,245.0,5.5,1,1,13,500022953.0,3,c85555124,C049496
p15864115,504213153.0,10085,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗至盈呵護唇蜜 BARE 6ML,3022,1098,190,350.0,5.4,3,3,45,500023044.0,1,c85700051,C112792
p15890120,504207692.0,10085,芭比布朗,BOBBI BROWN,Bobbi Brown芭比波朗密集奢采精華防曬乳30ml,3022,1096,300,545.0,5.5,1,1,5,500022953.0,3,c85732192,C116186
p15736701,504208255.0,10085,芭比波朗,BOBBI BROWN,BOBBI BROWN芭比波朗修容,3012,2278,253,445.0,5.7,1,1,10,500022953.0,3,c85548619,C024071
p15809339,504208250.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE LONDON 祖瑪瓏古龍水-晚香玉與天使草古龍-100ML,3037,3204,975,1685.0,5.8,1,1,9,500022953.0,3,c85630975,C105485
p15738976,504208273.0,14721,祖玛珑,JO MALONE LONDON,JO MALONE祖·瑪瓏橙花香水30ml,3037,3204,348,630.0,5.5,1,1,19,500022953.0,3,c85551425,C043369
