product_id,activity_product_id,brand_id,brand,brand_en,name,category,subcategory,price,original_price,discount,stock,activity_stock,sell_num,activity_id,activity_type,catalog_id,sku
p15839239,504208386.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'OREAL歐萊雅複顏水光充盈柔膚水三支裝200ml*3【有效期至：2027年2月】,3022,1090,93,310.0,3.0,2,2,29,500022954.0,3,c85665917,C107293
p15894591,,30964,寶麗萊,Polaroid,POLAROID寶麗來太陽鏡206409DDB58WJ,3040,1214,590,,,1,0,2,,0,c85737611,E1591911
p15794720,504208392.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'OREAL Paris歐萊雅多重防護隔離露 65ml【有效期至：2027年3月】,3022,1092,104,345.0,3.0,12,12,18,500022954.0,3,c85615216,C103298
p15849736,504208407.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'OREAL歐萊雅金致臻顏花蜜奢養化妝水-130ML【有效期至：2027年5月】,3022,1090,154,275.0,5.6,6,6,25,500022954.0,3,c85678783,C111450
p15880349,504208398.0,31878,碧歐泉,BIOTHERM,BIOTHERM 碧歐泉護膚精華面膜 6片【有效期至：2027年4月】,3022,1097,327,580.0,5.6,6,6,8,500022954.0,3,c85719852,C042340
p15801720,504208393.0,10197,悦木之源,ORIGINS,ORIGINS悅木之源韋博士菇菌亮膚精華乳 50ml【有效期至：2027年4月】,3022,1091,335,660.0,5.1,1,1,14,500022954.0,3,c85621953,C102713
p15793924,504207570.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'OREAL歐萊雅複顏玻尿酸眼霜 65ml,3039,2813,565,1130.0,5.0,41,41,64,500022953.0,3,c85613828,C103091
p15797611,504207652.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'OREAL 歐萊雅青春活碼防護精華液套裝115ml*2,3022,1100,490,1225.0,4.0,1,1,49,500022953.0,3,c85617636,C104281
p15876310,504208384.0,10174,魅可,MAC,MAC魅可修容盤深色系【有效期至：2027年1月31日】,3013,1141,105,350.0,3.0,4,4,4,500022954.0,3,c85715534,C115079
p15858307,504208062.0,30964,寶麗萊,Polaroid,POLAROID寶麗萊太陽鏡20733040G65Z7,3040,1214,355,930.0,3.8,1,1,,500022953.0,3,c85691433,E1654916
p15858304,504208063.0,30964,寶麗萊,Polaroid,POLAROID寶麗萊太陽鏡20731509Q55UC,3040,1214,355,930.0,3.8,1,1,2,500022953.0,3,c85691430,E1654884
p15895018,,30964,寶麗萊,Polaroid,POLAROID寶麗來太陽鏡206330B4E57SP,3040,1214,780,,,1,0,,,0,c85737614,E1591890
p15894594,,30964,寶麗萊,Polaroid,POLAROID寶麗來太陽鏡206330KJ157UC,3040,1214,780,,,1,0,1,,0,c85737613,E1591856
p15895017,,30964,寶麗萊,Polaroid,POLAROID寶麗來太陽鏡20641000356UC,3040,1214,590,,,1,0,2,,0,c85737609,E1591866
p15895019,,30964,寶麗萊,Polaroid,POLAROID寶麗來太陽鏡20640901058M9,3040,1214,590,,,1,0,2,,0,c85737441,E1591884
p15894589,,30964,寶麗萊,Polaroid,POLAROID寶麗來太陽鏡206330S4557KL,3040,1214,780,,,1,0,,,0,c85737610,E1678366
p15894581,,30964,寶麗萊,Polaroid,POLAROID寶麗來太陽鏡206410J5G56M9,3040,1214,590,,,1,0,2,,0,c85737604,E1591912
p15866247,504208169.0,10213,資生堂,SHISEIDO,SHISEIDO資生堂安熱沙金燦倍護防曬乳 90ML,3022,1092,131,280.0,4.7,77,77,1000+,500022953.0,3,c85701295,C111836
p15735572,504208170.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻柔皙亮白防曬乳 50ml,3022,1092,462,785.0,5.9,59,59,49,500022953.0,3,c85547513,C045063
p15738248,504207569.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻輕透水漾防曬乳 50ml,3022,1092,456,785.0,5.8,3,3,100+,500022953.0,3,c85550636,C044695
p15736837,504208408.0,10160,海藍之謎,LA MER,LA MER海藍之謎修護唇部精華7ml 奢潤柔滑點亮雙唇【有效期至：2027年6月】,3022,1098,443,870.0,5.1,29,29,100+,500022954.0,3,c85549097,C044838
p15743631,,10160,海藍之謎,LA MER,LA MER海藍之謎修護唇霜9g 舒緩乾燥 淡化唇紋保濕,3022,1098,645,,,28,0,200+,,0,c85556492,C044738
p15868257,504208172.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻肌底煥活修護精華液100ML,3022,1096,1058,1705.0,6.2,26,26,83,500022953.0,3,c85703795,C114293
p15735743,504208171.0,14572,理膚泉,LA ROCHE-POSAY,LA ROCHE POSAY理膚泉B5多效修復霜兩只裝 100ml*2,3022,1093,267,445.0,6.0,21,21,300+,500022953.0,3,c85547672,C040187
p15743113,504208173.0,10160,海藍之謎,LA MER,LA MER海藍之謎精華面霜 60ml 補水保濕 深澈滋潤 柔嫩潤澤,3022,1093,1998,3325.0,6.0,33,33,100+,500022953.0,3,c85555982,C016695
p15792876,504208174.0,10123,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛智妍緊塑精華乳霜+精華眼霜套裝75ml+15ml,3039,2814,910,1565.0,5.8,22,22,100+,500022953.0,3,c85612731,C101271
p15797610,504207572.0,20490,科顏氏,KIEHL'S,Kiehl's 科顏氏高保濕霜補充裝 150ml,3022,1093,364,610.0,6.0,20,20,200+,500022953.0,3,c85618059,C103935
p15737061,504208299.0,31886,肌膚之鑰,CLE DE PEAU BEAUTE,CPB肌膚之鑰沁肌調理精華露170ml,3022,1090,450,750.0,6.0,10,10,100+,500022953.0,3,c85548859,C044413
p15781830,504207573.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻亮眼青春活膚濃縮液 20ml,3022,1096,460,770.0,6.0,20,20,97,500022953.0,3,c85600983,C102484
p15849735,504207575.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻淨澈煥膚雙重精華水 250ML,3022,1096,724,1190.0,6.1,16,16,76,500022953.0,3,c85679129,C111762
p15942690,504208176.0,31163,儀式,RITUALS,RITUALS櫻花儀式小號禮盒,3028,1115,133,295.0,4.5,12,12,74,500022953.0,3,c85787353,C122163
p15742741,,20490,科顏氏,KIEHL'S,Kiehl's 科顏氏一號潤唇膏15ML,3022,1098,120,,,6,0,200+,,0,c85556039,C025152
p15848032,504208181.0,10160,海藍之謎,LA MER,LA MER海藍之謎醒膚水-200ML,3022,1090,576,970.0,5.9,10,10,100+,500022953.0,3,c85675467,C111308
p15742698,504208410.0,20490,科顏氏,KIEHL'S,Kiehl's 科顏氏高保濕面霜 50ml【有效期至：2027年6月】,3022,1093,197,340.0,5.8,13,13,100+,500022954.0,3,c85554996,C021623
p15735821,504208178.0,10160,海藍之謎,LA MER,LA MER海藍之謎鎏金煥顏精華液 150ml 質地奢潤保濕滋潤,3022,1096,1763,2935.0,6.0,20,20,100+,500022953.0,3,c85547741,C037344
p15742110,,10162,蘭蔻,LANCOME,LANCOME蘭蔻淨澈煥膚潔面乳 125ml,3022,1088,400,,,12,0,100+,,0,c85554905,C051162
p15742610,504208177.0,20490,科顏氏,KIEHL'S,Kiehl's 科顏氏高保濕面霜125ml,3022,1093,364,610.0,6.0,16,16,200+,500022953.0,3,c85555409,C016597
p15851482,504208184.0,10160,海藍之謎,LA MER,LA MER海藍之謎沁潤型精華凝霜 60ml,3022,1096,1998,3325.0,6.0,20,20,79,500022953.0,3,c85681455,C111026
p15738096,504208196.0,10213,資生堂,SHISEIDO,SHISEIDO資生堂盼麗風姿智感撫痕日乳SPF30PA+++75ml,3022,1091,283,560.0,5.1,7,7,100+,500022953.0,3,c85550388,C044252
p15740448,504208180.0,14721,祖玛珑,JO MALONE LONDON,JO MALONE祖·瑪瓏滿室幽香香薰(藍風鈴香型),3037,1525,425,770.0,5.5,16,16,68,500022953.0,3,c85553678,C050345
p15943005,504208179.0,31163,儀式,RITUALS,RITUALS梵心儀式小號禮盒,3028,1115,133,295.0,4.5,17,17,43,500022953.0,3,c85787351,C122165
p15743654,504207576.0,31887,倩碧,CLINIQUE,CLINIQUE倩碧基礎潤膚組合125ml x 2,3022,1100,246,465.0,5.3,13,13,74,500022953.0,3,c85557012,C016887
p15739186,504208183.0,31887,倩碧,CLINIQUE,CLINIQUE倩碧基礎潤膚組合125ml x 2,3022,1100,281,465.0,6.0,17,17,41,500022953.0,3,c85551607,C020956
p15869966,504208188.0,10160,海藍之謎,LA MER,LA MER海藍之謎緊致煥顏精華晚霜,3022,1093,1955,1955.0,10.0,26,26,300+,500022953.0,3,c85707436,C114470
p15736699,504207577.0,10085,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗流雲隨心眼妝筆#1爵士黑0.35g,3038,2203,146,265.0,5.5,15,15,30,500022953.0,3,c85548452,C024190
p15741325,504208186.0,31845,聖羅蘭,YSL,YSL聖羅蘭妍活青春粉底液 B20 30ML,3021,2201,388,650.0,6.0,14,14,95,500022953.0,3,c85555118,C026536
p15764505,504208185.0,31887,CLINIQUE,CLINIQUE (Beauty),CLINIQUE倩碧水嫩保濕柔膚水 200ml,3022,1090,174,290.0,6.0,14,14,30,500022953.0,3,c85579716,C100849
p15884166,504208187.0,31003,卡詩,KERASTASE,KERASTASE卡詩新黑鑽鑰源香氛護髪油-75ML,3034,3142,399,620.0,6.4,11,11,84,500022953.0,3,c85724728,C117426
p15886460,504208190.0,31809,可复美,可复美,可复美重組膠原蛋白肌禦賦活修護精粹水120mL,3022,1090,176,319.0,5.5,10,10,31,500022953.0,3,c85727522,IN100132
p15867667,504208192.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻輕透水漾防曬乳-兩件組50ml*2,3022,1092,867,1445.0,6.0,9,9,100+,500022953.0,3,c85703623,C114026
p15741874,504207579.0,10160,海藍之謎,LA MER,LA MER海藍之謎鎏金煥顏夜間修護霜 50ml 強韌緊致飽滿,3022,1093,3939,6655.0,5.9,11,11,29,500022953.0,3,c85555185,C052345
p15735268,504208194.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻輕透修顏乳 BB1 50ml,3021,2222,470,785.0,6.0,11,11,31,500022953.0,3,c85547347,C045062
p15742328,504208198.0,10160,海藍之謎,LA MER,LA MER海藍之謎水潤保濕乳液125ml 輕盈乳液 保濕沁潤奢養,3022,1091,1475,2420.0,6.1,10,10,64,500022953.0,3,c85555635,C055352
p15914177,504211936.0,31046,艾哈佛,AHAVA,AHAVA死海植萃身體補水膏 350ml,3028,2269,154,256.0,6.0,15,15,14,500023014.0,1,c85757818,C109791
p15865720,504208411.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻淨澈煥膚亮白霜50ml【有效期至：2027年6月】,3022,1093,441,780.0,5.7,12,12,57,500022954.0,3,c85700699,C112568
p15743185,504207583.0,31887,CLINIQUE,CLINIQUE (Beauty),CLINIQUE倩碧水嫩保濕潤膚霜 75ml,3022,1093,276,500.0,5.5,11,11,15,500022953.0,3,c85556573,C053172
p15821472,504208189.0,20490,科顏氏,KIEHL'S,Kiehl's科顏氏高保濕清爽潔面乳 150ml,3022,1088,135,225.0,6.0,9,9,78,500022953.0,3,c85643781,C106462
p15810016,504208213.0,13651,黛珂,DECORTE,DECORTE黛珂多重防曬乳(耐水型) 55ml,3022,1092,130,290.0,4.5,1,1,200+,500022953.0,3,c85631352,C105978
p15942689,504208193.0,31163,儀式,RITUALS,RITUALS靜儀式小號禮盒,3028,1115,148,295.0,5.0,4,4,62,500022953.0,3,c85787352,C122158
p15848029,504207580.0,10160,海蓝之谜,LA MER,LA MER海藍之謎煥活保濕噴霧-100ML,3022,1090,443,765.0,5.8,12,12,89,500022953.0,3,c85675463,C111311
p15889833,504207582.0,10131,紀梵希,Givenchy,GIVENCHY 紀梵希明星流光菁潤粉底液-3W 30ML,3021,2201,296,580.0,5.1,11,11,,500022953.0,3,c85732358,C117493
p15793235,504208204.0,10123,雅诗兰黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛智妍緊塑精華眼霜 15ml,3039,2813,359,650.0,5.5,2,2,100+,500022953.0,3,c85612732,C101273
p15743680,504207585.0,31887,CLINIQUE,CLINIQUE (Beauty),CLINIQUE倩碧100 小時自我修護水嫩補濕啫喱75ML,3022,1093,276,500.0,5.5,10,10,34,500022953.0,3,c85557036,C053173
p15736991,504207584.0,15063,庭潤,THANN,THANN庭潤茉莉水潤護手霜 40g,3028,2264,113,217.0,5.2,13,13,6,500022953.0,3,c85549345,C101027
p15913738,,31046,艾哈佛,AHAVA,AHAVA死海泥清潔面膜 100ml,3022,1097,278,,,12,0,16,,0,c85757442,C109785
p15943009,504208207.0,31163,儀式,RITUALS,RITUALS櫻花儀式中號禮盒,3028,1115,205,410.0,5.0,3,3,67,500022953.0,3,c85786873,C122167
p15742974,504208201.0,14572,理膚泉,LA ROCHE-POSAY,LA ROCHE POSAY理膚泉B5多效修復霜 100ML,3022,1093,144,240.0,6.0,19,19,100+,500022953.0,3,c85555812,C037848
p15742205,504208197.0,10160,海蓝之谜,LA MER,LA MER海藍之謎緊致煥采眼霜 15ml  淡褪熊貓眼,3039,2813,1204,1990.0,6.1,10,10,84,500022953.0,3,c85556001,C016689
p15913737,504211949.0,31046,艾哈佛,AHAVA,AHAVA礦物水潤護手霜100ml,3028,2264,107,178.0,6.0,11,11,8,500023014.0,1,c85757815,C119531
p15794735,504208409.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻塑顏三重精華 50ml【有效期至：2027年6月】,3022,1096,722,1285.0,5.6,9,9,41,500022954.0,3,c85615237,C103296
p15737332,504208200.0,14721,祖玛珑,JO MALONE LONDON,JO MALONE祖·瑪瓏沐浴露(虞美人與大麥香型)250ml,3028,2268,224,405.0,5.5,9,9,19,500022953.0,3,c85550080,C047982
p15738289,504208199.0,15063,庭潤,THANN,THANN庭潤米萃取護唇膏  10g,3022,1098,81,155.0,5.2,10,10,15,500022953.0,3,c85550684,C045371
p15849740,504207592.0,10213,資生堂,SHISEIDO,SHISEIDO資生堂男士潔面爽膚兩部曲125ml+150ml,3022,1100,241,410.0,5.9,6,6,61,500022953.0,3,c85678788,C111737
p15809346,504207589.0,10160,海藍之謎,LA MER,LA MER 海藍之謎調理煥膚液-100ML,3022,1090,762,1270.0,6.0,8,8,75,500022953.0,3,c85631191,C105744
p15742737,504208191.0,10160,海藍之謎,LA MER,LA MER海藍之謎精華面霜 30ml補水保濕 深澈滋潤 柔嫩潤澤,3022,1093,1069,1840.0,5.8,10,10,68,500022953.0,3,c85556032,C016694
p15914175,504211958.0,31046,艾哈佛,AHAVA,AHAVA精緻水潤保濕面膜 100ml,3022,1097,167,278.0,6.0,10,10,5,500023014.0,1,c85757816,C109784
p15736594,504207587.0,31887,倩碧,CLINIQUE,CLINIQUE倩碧男士青春修護乳 100ml,3022,1091,221,400.0,5.5,9,9,2,500022953.0,3,c85548520,C053178
p15884173,504207588.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'oreal歐萊雅複顏滋潤眼霜-15ML,3039,2813,116,190.0,6.1,9,9,31,500022953.0,3,c85724735,C107405
p15742376,504213030.0,20490,科顏氏,KIEHL'S,Kiehl's 科顏氏多重緊致修顏霜 75ml,3022,1093,530,875.0,6.1,12,12,81,500023044.0,1,c85555695,C054261
p15914173,504211960.0,31046,艾哈佛,AHAVA,AHAVA礦物保濕身體乳 250ml,3028,2269,146,242.0,6.0,8,8,2,500023014.0,1,c85757813,C109781
p15822814,504208203.0,13651,黛珂,DECORTE,DECORTE 黛珂牛油果植萃乳液-300ML,3022,1091,239,530.0,4.5,7,7,61,500022953.0,3,c85645144,C105982
p15809822,504207597.0,13651,黛珂,DECORTE,DECORTE黛珂牛油果植萃乳液 150ml（版）,3022,1091,142,315.0,4.5,6,6,54,500022953.0,3,c85631363,C105976
p15893778,504207590.0,15063,庭潤,THANN,THANN庭潤東方精華護手霜40G,3028,2264,85,162.0,5.2,6,6,12,500022953.0,3,c85736810,C116490
p15742856,504207621.0,10120,伊麗莎白·雅頓,ELIZABETH ARDEN,Elizabeth Arden伊麗莎白雅頓綠茶蜜滴潤體霜,3028,2269,86,155.0,5.5,6,6,34,500022953.0,3,c85556157,C000952
p15795041,504208412.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'OREAL Paris歐萊雅多重防護隔離露兩支裝65ml*2【有效期至：2027年6月】,3022,1092,360,635.0,5.7,10,10,23,500022954.0,3,c85615217,C103297
p15769871,504208206.0,20490,科顏氏,KIEHL'S,Kiehl’s科顏氏紫玻A眼霜 28mL,3039,2813,449,730.0,6.2,5,5,51,500022953.0,3,c85587307,C102111
p15828749,504207593.0,21523,雪肌精,SEKKISEI,SEKKISEI雪肌精逸透純淨舒潤乳液140ml,3022,1091,111,270.0,4.1,6,6,7,500022953.0,3,c85652629,C108003
p15867669,504212990.0,13558,植村秀,SHU UEMURA,SHU UEMURA植村秀羽紗潤養流光精華粉底液35 ml,3021,2201,332,565.0,5.9,27,27,100+,500023044.0,1,c85704064,C114245
p15743194,504207596.0,10123,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛柔和眼部卸妝液100ml,3022,2243,210,370.0,5.7,7,7,3,500022953.0,3,c85557074,C004513
p15880150,504208215.0,31845,聖羅蘭,YSL,YSL聖羅蘭 MON PARIS 濃香水 50ML,3037,2352,708,1165.0,6.1,5,5,7,500022953.0,3,c85719468,C035234
p15737151,504208210.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖·瑪瓏柚子香水30毫升,3037,3204,348,640.0,5.4,6,6,16,500022953.0,3,c85549344,C030058
p15828392,504213039.0,15063,庭潤,THANN,THANN庭潤繽紛果園精油50ml,3037,1525,253,505.0,5.0,7,7,10,500023044.0,1,c85653078,C107579
p15735853,,31876,AVEDA,AVEDA (Hair Care),AVEDA艾凡達梳髮刷1pcs,3276,3323,240,,,12,0,100+,,0,c85548087,C047211
p15914171,,31046,艾哈佛,AHAVA,AHAVA死海賦顏黃金面膜 50ml,3022,1097,528,,,9,0,5,,0,c85757437,C100477
p15805771,504208209.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'OREAL 歐萊雅夜間修護精華 30ml,3022,1096,215,360.0,6.0,4,4,37,500022953.0,3,c85626426,C104280
p15825996,504207599.0,12290,喬治阿瑪尼,GIORGIO ARMANI,GIORGIO ARMANI 阿瑪尼黑鑰匙緊致眼霜-20ML,3039,2813,1034,1590.0,6.5,6,6,44,500022953.0,3,c85650070,C107276
p15882451,504208208.0,31887,倩碧,CLINIQUE,Clinique美白祛斑精華露 50ml,3022,1096,486,810.0,6.0,5,5,32,500022953.0,3,c85723183,C116209
p15883649,,10213,資生堂,SHISEIDO,Shiseido資生堂-資生堂紅妍肌活精華露-IV 100ML,3022,1096,1390,,,1,0,49,,0,c85724721,C115857
p15796908,504207598.0,10174,魅可,MAC,MAC魅可絲緞絨霧細管唇膏2g,3016,2195,128,235.0,5.4,7,7,3,500022953.0,3,c85616940,C101193
p15795055,504207606.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻菁純臻顏精華粉底霜 100 35ml,3021,2201,726,1210.0,6.0,5,5,47,500022953.0,3,c85615232,C102421
p15866254,504208224.0,10160,海藍之謎,LA MER,LA MER海藍之謎鎏金煥顏密集賦活精華露30ml,3022,1096,4124,6800.0,6.1,2,2,41,500022953.0,3,c85700850,C111442
p15781811,504207608.0,14572,理膚泉,LA ROCHE-POSAY,LA ROCHE-POSAY  理膚泉特安修護安心霜 40ml,3022,1093,182,305.0,6.0,4,4,43,500022953.0,3,c85600946,C102404
p15741904,504208217.0,31878,碧歐泉,BIOTHERM (Beauty),BIOTHERM 碧歐泉男士水動力爽膚水 200ml,3022,1090,190,305.0,6.2,5,5,24,500022953.0,3,c85555211,C039651
p15824436,504213056.0,10123,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛沁水養膚粉底液兩支裝30ml*2,3021,2201,537,935.0,5.7,13,13,67,500023044.0,1,c85646887,C102790
p15743175,504207602.0,31845,聖羅蘭,YSL,YSL聖羅蘭 自由之水清版淡香水 50ML,3037,2352,684,1140.0,6.0,6,6,12,500022953.0,3,c85556559,C055156
p15742390,504207631.0,20490,科顏氏,KIEHL'S,Kiehl's 科顏氏夜間修護精華液 50ml,3022,1096,406,680.0,6.0,3,3,67,500022953.0,3,c85556172,C020093
p15742492,504208220.0,10160,海藍之謎,LA MER,LA MER海藍之謎活顏煥膚精華露 30ml 柔滑細膩緊致肌膚,3022,1096,1888,3095.0,6.1,2,2,61,500022953.0,3,c85555816,C047987
p15737157,504207603.0,10085,芭比布朗,BOBBI BROWN,BOBBI BROWN芭比波朗至盈呵護亮顏美肌乳(素顏霜)璨香檳30ml,3022,1091,336,740.0,4.5,6,6,5,500022953.0,3,c85549348,C040286
p15738914,504207604.0,13651,黛珂,DECORTE,COSME DECORTE黛珂AQ珍萃精顏綺甄眼霜 20g,3039,2813,1156,2150.0,5.4,5,5,24,500022953.0,3,c85550902,C047694
p15844737,504207605.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖瑪瓏潤膚乳霜馥鬱系列 200ml,3028,2269,555,990.0,5.6,4,4,13,500022953.0,3,c85672743,C105936
p15797219,504208216.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻菁純臻顏精華粉底霜 110 35ml,3021,2201,726,1210.0,6.0,5,5,20,500022953.0,3,c85616974,C102420
p15872476,504207613.0,10213,資生堂,SHISEIDO,SHISEIDO資生堂時光琉璃禦藏豐盈奢養三部曲125ml+170ml+50ml,3022,1100,2121,3670.0,5.8,5,5,15,500022953.0,3,c85710206,C114208
p15737589,504207609.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖·瑪瓏香氛蠟燭(青檸羅勒與柑橘香型）,3037,1525,301,555.0,5.4,5,5,35,500022953.0,3,c85549559,C040765
p15739981,504207694.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖·瑪瓏香水(牡丹胭紅麂絨香型)100ml,3037,3204,757,1315.0,5.8,2,2,6,500022953.0,3,c85551979,C043360
p15793223,504207610.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖瑪瓏香氛蠟燭(月光花香型)200g,3037,1525,310,555.0,5.6,5,5,69,500022953.0,3,c85612713,C100921
p15764368,504207611.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖·瑪瓏香水(月光花香型)100ml,3037,2352,757,1355.0,5.6,5,5,8,500022953.0,3,c85580524,C100913
p15802039,504207617.0,10174,魅可,MAC,MAC魅可絲緞絨霧細管唇膏24 2g,3016,2195,128,235.0,5.4,5,5,15,500022953.0,3,c85622283,C103064
p15913739,504213063.0,31046,艾哈佛,AHAVA,AHAVA潔淨多效潔面乳 250ml,3022,1091,146,242.0,6.0,5,5,2,500023044.0,1,c85757443,C109776
p15743284,504207622.0,10120,伊麗莎白·雅頓,ELIZABETH ARDEN,Elizabeth Arden伊麗莎白雅頓逆時橘燦精純眼霜15ml,3039,2813,403,877.0,4.6,4,4,11,500022953.0,3,c85557181,C015057
p15743671,504207612.0,31887,倩碧,CLINIQUE,"CLINIQUE倩碧滋潤高效水嫩保濕套裝125ml, 30ml, 15ml",3022,1100,408,710.0,5.7,5,5,16,500022953.0,3,c85557025,C053171
p15742464,504207623.0,31887,CLINIQUE,CLINIQUE (Beauty),CLINIQUE倩碧100 小時自我修護水嫩補濕啫喱200ML,3022,1093,601,1065.0,5.6,4,4,19,500022953.0,3,c85555783,C053174
p15845716,504207633.0,10160,海蓝之谜,LA MER,LA MER海藍之謎身體修護精華乳液160ml,3028,2269,927,1550.0,6.0,4,4,26,500022953.0,3,c85674008,C110609
p15739482,504208237.0,13558,植村秀,SHU UEMURA,shu uemura植村秀植萃舒緩潔顏油 450ml,3022,2243,566,930.0,6.1,1,1,57,500022953.0,3,c85552400,C057132
p15781808,504208413.0,13558,植村秀,SHU UEMURA,shu uemura植村秀滋養纖長睫毛膏 黑色 7g【有效期至：2027年6月】,3038,2203,160,285.0,5.6,5,5,5,500022954.0,3,c85601351,C102511
p15742045,504207614.0,13651,黛珂,DECORTE,COSME DECORTE黛珂AQ珍萃精顏臻悅粉盒1pcs,3013,1141,109,220.0,5.0,5,5,3,500022953.0,3,c85554841,C052844
p15742735,504208261.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖·瑪瓏香水(藍風鈴香型)30ML,3037,3204,348,630.0,5.5,1,1,36,500022953.0,3,c85555547,C043385
p15737838,504207615.0,14721,祖瑪瓏,JO MALONE LONDON,JO MALONE祖·瑪瓏黑石榴香水100毫升,3037,3204,757,1355.0,5.6,5,5,9,500022953.0,3,c85549837,C030079
p15914176,,31046,艾哈佛,AHAVA,AHAVA死海礦物柔潤磨砂鹽 220g,3028,1109,242,,,4,0,4,,0,c85757817,C109771
p15914172,,31046,艾哈佛,AHAVA,AHAVA海之吻礦物身體乳 200ml,3028,2269,242,,,3,0,5,,0,c85757440,C100458
p15913733,504212991.0,31046,艾哈佛,AHAVA,AHAVA海之吻礦物舒潤護手霜 100ml,3028,2264,107,178.0,6.0,6,6,3,500023044.0,1,c85757438,C100453
p15738579,504208304.0,31886,肌膚之鑰,CLE DE PEAU BEAUTE,CPB肌膚之鑰光盈 粉餅盒,3021,2201,132,220.0,6.0,1,1,18,500022953.0,3,c85550561,C028811
p15884175,504207620.0,31878,碧歐泉,BIOTHERM,Biotherm碧歐泉男士水動力保濕棒,3022,1090,177,295.0,6.0,4,4,3,500022953.0,3,c85725059,C117172
p15850245,504208232.0,10123,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛鮮活亮采二合一泡沫潔面乳 125ML,3022,1088,188,340.0,5.5,2,2,26,500022953.0,3,c85679719,C105760
p15824801,504212964.0,10123,雅诗兰黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛白金級奢寵光璨精華粉底液30ml,3021,2201,527,960.0,5.5,32,32,100+,500023044.0,1,c85647250,C048745
p15871387,504207639.0,10123,雅詩蘭黛,ESTEE LAUDER,ESTEE LAUDER雅詩蘭黛特潤修護夜間煥能精華霜膜65ML,3022,1096,557,960.0,5.8,3,3,33,500022953.0,3,c85708591,C115153
p15819757,504207627.0,31887,倩碧,CLINIQUE (Beauty),CLINIQUE倩碧水嫩保濕舒潤凝霜 50ml*2,3022,1093,366,610.0,6.0,4,4,9,500022953.0,3,c85641787,C106255
p15895884,,31845,聖羅蘭,YSL,YSL聖羅蘭先鋒高定腮紅42,3021,2213,480,,,2,0,23,,0,c85739297,C115938
p15877392,504207630.0,13157,巴黎歐萊雅,L'OREAL PARIS,L'OREAL歐萊雅複顏滋潤眼霜套裝15ml*3,3039,2813,308,515.0,6.0,4,4,8,500022953.0,3,c85716715,C106503
p15828362,504207624.0,21523,雪肌精,SEKKISEI,SEKKISEI雪肌精逸透純淨安潤化妝水200ml,3022,1090,107,260.0,4.1,2,2,13,500022953.0,3,c85653039,C108005
p15914169,504213092.0,31046,艾哈佛,AHAVA,AHAVA礦物海泥光透保濕面膜 50ml,3022,1097,162,278.0,5.8,4,4,3,500023044.0,1,c85757810,C100466
p15880153,504207625.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻夢寐睛靈防水睫毛膏 01 6.5ml,3038,2203,200,335.0,6.0,2,2,13,500022953.0,3,c85719653,C018863
p15825266,504207684.0,10162,蘭蔻,LANCOME,LANCOME蘭蔻塑顏修護凝露水-400ML,3022,1090,617,995.0,6.2,2,2,23,500022953.0,3,c85647822,C107472
p15792881,504207626.0,10120,伊麗莎白·雅頓,ELIZABETH ARDEN,Elizabeth Arden伊麗莎白雅頓綠茶荔枝香水 100ml,3037,2352,163,362.0,4.5,3,3,4,500022953.0,3,c85613280,C102043
